observation_id,obs_match,partner_id,par_match,From Dataset,no_partner_ids,id,p_id
179917125,Yes,179917122,Yes,Yes,,179917125_179917122,179917122_179917125
180234956,No,47363732,Yes,Yes,,180234956_47363732,47363732_180234956
180538010,Yes,180537959,No,Yes,,180538010_180537959,180537959_180538010
180725653,Yes,180725628,No,Yes,,180725653_180725628,180725628_180725653
180779504,No,180780287,No,Yes,,180779504_180780287,180780287_180779504
180802759,Yes,180802550,No,Yes,,180802759_180802550,180802550_180802759
180814877,Yes,180814880,Yes,Yes,,180814877_180814880,180814880_180814877
180814880,Yes,180814877,Yes,Yes,,180814880_180814877,180814877_180814880
180875771,Yes,180875772,Yes,Yes,,180875771_180875772,180875772_180875771
180875772,Yes,180875771,Yes,Yes,,180875772_180875771,180875771_180875772
180929912,Yes,180931548,No,Yes,,180929912_180931548,180931548_180929912
180947691,Yes,261853341,Yes,Yes,,180947691_261853341,261853341_180947691
180967113,Yes,181465740,No,Yes,,180967113_181465740,181465740_180967113
180999449,Yes,180999682,Yes,Yes,,180999449_180999682,180999682_180999449
180999682,Yes,180999449,Yes,Yes,,180999682_180999449,180999449_180999682
181010063,Yes,181010260,Yes,Yes,,181010063_181010260,181010260_181010063
181010260,Yes,181010063,Yes,Yes,,181010260_181010063,181010063_181010260
181075263,Yes,181075264,No,Yes,,181075263_181075264,181075264_181075263
181082261,Yes,181082259,No,Yes,,181082261_181082259,181082259_181082261
181365471,Yes,205658027,No,Yes,,181365471_205658027,205658027_181365471
181456788,Yes,181586021,Yes,Yes,,181456788_181586021,181586021_181456788
181456813,Yes,181456816,No,Yes,,181456813_181456816,181456816_181456813
181466324,Yes,303265879,No,Yes,,181466324_303265879,303265879_181466324
181468916,No,162566741,Yes,Yes,,181468916_162566741,162566741_181468916
181478052,No,181478053,Yes,Yes,,181478052_181478053,181478053_181478052
181478053,Yes,181478052,No,Yes,,181478053_181478052,181478052_181478053
181538975,No,181538974,No,Yes,,181538975_181538974,181538974_181538975
181586021,Yes,181456788,Yes,Yes,,181586021_181456788,181456788_181586021
181586023,Yes,181456788,Yes,Yes,,181586023_181456788,181456788_181586023
181656320,Yes,181656321,No,Yes,,181656320_181656321,181656321_181656320
181785046,Yes,188691160,No,Yes,,181785046_188691160,188691160_181785046
181805057,Yes,181805058,No,Yes,,181805057_181805058,181805058_181805057
181805935,No,181805936,Yes,Yes,,181805935_181805936,181805936_181805935
181805936,Yes,181805935,No,Yes,,181805936_181805935,181805935_181805936
181926399,Yes,181926544,No,Yes,,181926399_181926544,181926544_181926399
181926544,No,181926399,Yes,Yes,,181926544_181926399,181926399_181926544
182380579,Yes,182380580,Yes,Yes,,182380579_182380580,182380580_182380579
182380580,Yes,182380579,Yes,Yes,,182380580_182380579,182380579_182380580
182394255,Yes,188583039,Yes,Yes,,182394255_188583039,188583039_182394255
182451840,No,62278764,No,Yes,,182451840_62278764,62278764_182451840
182452053,Yes,203354040,No,Yes,,182452053_203354040,203354040_182452053
182519492,Yes,182581392,No,Yes,,182519492_182581392,182581392_182519492
182581392,No,182519492,Yes,Yes,,182581392_182519492,182519492_182581392
182667805,No,182667811,No,Yes,,182667805_182667811,182667811_182667805
182887083,Yes,182887081,No,Yes,,182887083_182887081,182887081_182887083
182893647,Yes,182893805,No,Yes,,182893647_182893805,182893805_182893647
182893805,No,182893647,Yes,Yes,,182893805_182893647,182893647_182893805
182894754,Yes,182894875,No,Yes,,182894754_182894875,182894875_182894754
182961224,No,182962118,No,Yes,,182961224_182962118,182962118_182961224
182961224,No,182961339,No,Yes,,182961224_182961339,182961339_182961224
182961224,No,182961295,No,Yes,,182961224_182961295,182961295_182961224
182977352,Yes,182977605,Yes,Yes,,182977352_182977605,182977605_182977352
182977605,Yes,182977352,Yes,Yes,,182977605_182977352,182977352_182977605
183015299,Yes,183015348,Yes,Yes,,183015299_183015348,183015348_183015299
183015348,Yes,183015323,No,Yes,,183015348_183015323,183015323_183015348
183138247,Yes,183138376,Yes,Yes,,183138247_183138376,183138376_183138247
183138376,Yes,183138247,Yes,Yes,,183138376_183138247,183138247_183138376
183297484,Yes,183297504,No,Yes,,183297484_183297504,183297504_183297484
183323880,Yes,183323881,Yes,Yes,,183323880_183323881,183323881_183323880
183323881,Yes,183323880,Yes,Yes,,183323881_183323880,183323880_183323881
183353359,Yes,183353360,No,Yes,,183353359_183353360,183353360_183353359
183585379,No,183585495,No,Yes,,183585379_183585495,183585495_183585379
183589921,Yes,303557104,Yes,Yes,,183589921_303557104,303557104_183589921
183695772,Yes,183695842,Yes,Yes,,183695772_183695842,183695842_183695772
183695842,Yes,183695772,Yes,Yes,,183695842_183695772,183695772_183695842
183778576,Yes,183778585,Yes,Yes,,183778576_183778585,183778585_183778576
183778585,Yes,183778576,Yes,Yes,,183778585_183778576,183778576_183778585
183806663,Yes,183806666,Yes,Yes,,183806663_183806666,183806666_183806663
183806666,Yes,183806663,Yes,Yes,,183806666_183806663,183806663_183806666
183889022,Yes,183889023,Yes,Yes,,183889022_183889023,183889023_183889022
183889023,Yes,183889022,Yes,Yes,,183889023_183889022,183889022_183889023
183996203,Yes,195837840,No,Yes,,183996203_195837840,195837840_183996203
184153968,Yes,184154994,No,Yes,,184153968_184154994,184154994_184153968
184293326,Yes,184293327,No,Yes,,184293326_184293327,184293327_184293326
184293327,No,184293326,Yes,Yes,,184293327_184293326,184293326_184293327
184293341,Yes,184293336,No,Yes,,184293341_184293336,184293336_184293341
184293720,Yes,184293823,Yes,Yes,,184293720_184293823,184293823_184293720
184293823,Yes,184293720,Yes,Yes,,184293823_184293720,184293720_184293823
184305332,Yes,184304794,No,Yes,,184305332_184304794,184304794_184305332
184328391,Yes,184328081,No,Yes,,184328391_184328081,184328081_184328391
184331554,Yes,184331724,No,Yes,,184331554_184331724,184331724_184331554
184391879,Yes,184391880,Yes,Yes,,184391879_184391880,184391880_184391879
184391880,Yes,184391879,Yes,Yes,,184391880_184391879,184391879_184391880
184663456,No,184663457,No,Yes,,184663456_184663457,184663457_184663456
184663457,No,184663456,No,Yes,,184663457_184663456,184663456_184663457
184678260,Yes,184677938,No,Yes,,184678260_184677938,184677938_184678260
184727427,Yes,184727426,No,Yes,,184727427_184727426,184727426_184727427
184727464,Yes,184727466,No,Yes,,184727464_184727466,184727466_184727464
184860287,Yes,184860693,No,Yes,,184860287_184860693,184860693_184860287
184932586,Yes,185044798,Yes,Yes,,184932586_185044798,185044798_184932586
184980546,Yes,184980548,Yes,Yes,,184980546_184980548,184980548_184980546
184980548,Yes,184980546,Yes,Yes,,184980548_184980546,184980546_184980548
185044798,Yes,184932586,Yes,Yes,,185044798_184932586,184932586_185044798
185103511,Yes,185103515,Yes,Yes,,185103511_185103515,185103515_185103511
185103515,Yes,185103511,Yes,Yes,,185103515_185103511,185103511_185103515
185112131,Yes,18511219,No,Yes,,185112131_18511219,18511219_185112131
185112131,Yes,185112230,No,Yes,,185112131_185112230,185112230_185112131
185112185,Yes,185112161,No,Yes,,185112185_185112161,185112161_185112185
185112195,Yes,185112131,Yes,Yes,,185112195_185112131,185112131_185112195
185112230,No,185112131,Yes,Yes,,185112230_185112131,185112131_185112230
185160551,Yes,185160553,Yes,Yes,,185160551_185160553,185160553_185160551
185160553,Yes,185160551,Yes,Yes,,185160553_185160551,185160551_185160553
185167844,Yes,185167845,No,Yes,,185167844_185167845,185167845_185167844
185167856,Yes,185167859,Yes,Yes,,185167856_185167859,185167859_185167856
185167859,Yes,185167856,Yes,Yes,,185167859_185167856,185167856_185167859
185176934,Yes,185176937,No,Yes,,185176934_185176937,185176937_185176934
185189922,Yes,185189924,No,Yes,,185189922_185189924,185189924_185189922
185189929,Yes,185235928,No,Yes,,185189929_185235928,185235928_185189929
185189932,Yes,185189933,No,Yes,,185189932_185189933,185189933_185189932
185189933,No,185189932,Yes,Yes,,185189933_185189932,185189932_185189933
185235593,Yes,138033099,Yes,Yes,,185235593_138033099,138033099_185235593
185239050,Yes,185239060,Yes,Yes,,185239050_185239060,185239060_185239050
185239060,Yes,185239050,Yes,Yes,,185239060_185239050,185239050_185239060
185488938,Yes,185488939,Yes,Yes,,185488938_185488939,185488939_185488938
185488939,Yes,185488938,Yes,Yes,,185488939_185488938,185488938_185488939
185604151,Yes,185604152,Yes,Yes,,185604151_185604152,185604152_185604151
185604152,Yes,185604151,Yes,Yes,,185604152_185604151,185604151_185604152
185826638,Yes,185826642,No,Yes,,185826638_185826642,185826642_185826638
185851954,No,185851957,No,Yes,,185851954_185851957,185851957_185851954
185851969,Yes,185851971,Yes,Yes,,185851969_185851971,185851971_185851969
185851971,Yes,185851968,No,Yes,,185851971_185851968,185851968_185851971
186174612,Yes,186174615,No,Yes,,186174612_186174615,186174615_186174612
186202945,No,186202948,Yes,Yes,,186202945_186202948,186202948_186202945
186202948,Yes,186202945,No,Yes,,186202948_186202945,186202945_186202948
186233652,Yes,186233685,No,Yes,,186233652_186233685,186233685_186233652
186233685,No,186233652,Yes,Yes,,186233685_186233652,186233652_186233685
186234170,Yes,186234171,Yes,Yes,,186234170_186234171,186234171_186234170
186234171,Yes,186234170,Yes,Yes,,186234171_186234170,186234170_186234171
186306626,Yes,186307158,No,Yes,,186306626_186307158,186307158_186306626
186357210,Yes,337116113,Yes,Yes,,186357210_337116113,337116113_186357210
186520672,Yes,186520673,No,Yes,,186520672_186520673,186520673_186520672
186580299,No,186584694,Yes,Yes,,186580299_186584694,186584694_186580299
186584694,Yes,186580299,No,Yes,,186584694_186580299,186580299_186584694
186594559,Yes,186594560,Yes,Yes,,186594559_186594560,186594560_186594559
186594560,Yes,186594559,Yes,Yes,,186594560_186594559,186594559_186594560
186719741,Yes,186720389,No,Yes,,186719741_186720389,186720389_186719741
186736323,Yes,186736326,No,Yes,,186736323_186736326,186736326_186736323
186736326,No,186736323,Yes,Yes,,186736326_186736323,186736323_186736326
186738781,Yes,188704334,No,Yes,,186738781_188704334,188704334_186738781
186738794,Yes,186738795,Yes,Yes,,186738794_186738795,186738795_186738794
186738795,Yes,186738794,Yes,Yes,,186738795_186738794,186738794_186738795
186801422,Yes,186801512,No,Yes,,186801422_186801512,186801512_186801422
186912603,Yes,186912605,No,Yes,,186912603_186912605,186912605_186912603
187039219,Yes,187039220,No,Yes,,187039219_187039220,187039220_187039219
187039220,No,187039219,Yes,Yes,,187039220_187039219,187039219_187039220
187043107,Yes,187043106,No,Yes,,187043107_187043106,187043106_187043107
187064632,Yes,187064633,No,Yes,,187064632_187064633,187064633_187064632
187100285,Yes,187108669,No,Yes,,187100285_187108669,187108669_187100285
187170270,Yes,187170267,No,Yes,,187170270_187170267,187170267_187170270
187170273,Yes,187170271,No,Yes,,187170273_187170271,187170271_187170273
187309951,Yes,187310139,No,Yes,,187309951_187310139,187310139_187309951
187310139,No,187309951,Yes,Yes,,187310139_187309951,187309951_187310139
187327036,Yes,187327038,No,Yes,,187327036_187327038,187327038_187327036
187327927,Yes,187327926,No,Yes,,187327927_187327926,187327926_187327927
187434524,Yes,187435627,Yes,Yes,,187434524_187435627,187435627_187434524
187435627,Yes,187434524,Yes,Yes,,187435627_187434524,187434524_187435627
187442901,Yes,187442904,No,Yes,,187442901_187442904,187442904_187442901
187442925,Yes,188703318,Yes,Yes,,187442925_188703318,188703318_187442925
187442927,No,188703318,Yes,Yes,,187442927_188703318,188703318_187442927
187442929,Yes,188703318,Yes,Yes,,187442929_188703318,188703318_187442929
187447992,Yes,187706993,No,Yes,,187447992_187706993,187706993_187447992
187669540,No,187571433,No,Yes,,187669540_187571433,187571433_187669540
187720041,Yes,187720073,No,Yes,,187720041_187720073,187720073_187720041
187720050,Yes,187720054,No,Yes,,187720050_187720054,187720054_187720050
187798803,Yes,187798826,No,Yes,,187798803_187798826,187798826_187798803
187798814,Yes,187798817,Yes,Yes,,187798814_187798817,187798817_187798814
187798817,Yes,187798814,Yes,Yes,,187798817_187798814,187798814_187798817
187837314,No,187837315,No,Yes,,187837314_187837315,187837315_187837314
187837365,Yes,187837366,Yes,Yes,,187837365_187837366,187837366_187837365
187837366,Yes,187837365,Yes,Yes,,187837366_187837365,187837365_187837366
187894574,Yes,187952881,Yes,Yes,,187894574_187952881,187952881_187894574
187918606,Yes,187918607,No,Yes,,187918606_187918607,187918607_187918606
187918656,Yes,187918658,No,Yes,,187918656_187918658,187918658_187918656
187919136,Yes,187919137,No,Yes,,187919136_187919137,187919137_187919136
187919137,No,187919136,Yes,Yes,,187919137_187919136,187919136_187919137
187942286,Yes,187943681,No,Yes,,187942286_187943681,187943681_187942286
187952881,Yes,187894574,Yes,Yes,,187952881_187894574,187894574_187952881
187969686,Yes,187969687,No,Yes,,187969686_187969687,187969687_187969686
188053444,Yes,188053766,No,Yes,,188053444_188053766,188053766_188053444
188053766,No,188053444,Yes,Yes,,188053766_188053444,188053444_188053766
188107531,Yes,188107575,No,Yes,,188107531_188107575,188107575_188107531
188150419,Yes,188150421,No,Yes,,188150419_188150421,188150421_188150419
188207340,Yes,188207341,Yes,Yes,,188207340_188207341,188207341_188207340
188207341,Yes,188207340,Yes,Yes,,188207341_188207340,188207340_188207341
188284740,Yes,188284736,No,Yes,,188284740_188284736,188284736_188284740
188343567,No,188343767,No,Yes,,188343567_188343767,188343767_188343567
188352498,No,188352505,Yes,Yes,,188352498_188352505,188352505_188352498
188352505,Yes,188352498,No,Yes,,188352505_188352498,188352498_188352505
188407494,Yes,188490025,No,Yes,,188407494_188490025,188490025_188407494
188465845,Yes,188466171,Yes,Yes,,188465845_188466171,188466171_188465845
188466171,Yes,188465845,Yes,Yes,,188466171_188465845,188465845_188466171
188583039,Yes,182394255,Yes,Yes,,188583039_182394255,182394255_188583039
188687300,Yes,196655406,No,Yes,,188687300_196655406,196655406_188687300
188690574,Yes,7273981,Yes,Yes,,188690574_7273981,7273981_188690574
188691160,No,181785046,Yes,Yes,,188691160_181785046,181785046_188691160
188697268,Yes,14479871,No,Yes,,188697268_14479871,14479871_188697268
188697608,Yes,14479873,No,Yes,,188697608_14479873,14479873_188697608
188702717,No,187562467,No,Yes,,188702717_187562467,187562467_188702717
188703318,Yes,187442929,Yes,Yes,,188703318_187442929,187442929_188703318
188704747,Yes,111767959,No,Yes,,188704747_111767959,111767959_188704747
188712450,Yes,188712451,No,Yes,,188712450_188712451,188712451_188712450
188712453,Yes,188712451,No,Yes,,188712453_188712451,188712451_188712453
188712457,Yes,188712459,No,Yes,,188712457_188712459,188712459_188712457
188712459,No,188712457,Yes,Yes,,188712459_188712457,188712457_188712459
188712473,Yes,188712472,No,Yes,,188712473_188712472,188712472_188712473
188712476,Yes,188712472,No,Yes,,188712476_188712472,188712472_188712476
188712479,Yes,188712477,No,Yes,,188712479_188712477,188712477_188712479
188721356,Yes,188721362,No,Yes,,188721356_188721362,188721362_188721356
188731534,Yes,131000623,Yes,Yes,,188731534_131000623,131000623_188731534
188759734,Yes,188759735,Yes,Yes,,188759734_188759735,188759735_188759734
188759735,Yes,188759734,Yes,Yes,,188759735_188759734,188759734_188759735
188778853,Yes,191087066,No,Yes,,188778853_191087066,191087066_188778853
188780534,Yes,187171161,No,Yes,,188780534_187171161,187171161_188780534
188811788,Yes,188811789,No,Yes,,188811788_188811789,188811789_188811788
188816656,Yes,188816657,No,Yes,,188816656_188816657,188816657_188816656
188817749,Yes,308208764,No,Yes,,188817749_308208764,308208764_188817749
188854411,Yes,188854412,Yes,Yes,,188854411_188854412,188854412_188854411
188854412,Yes,188854411,Yes,Yes,,188854412_188854411,188854411_188854412
188854413,Yes,188854414,Yes,Yes,,188854413_188854414,188854414_188854413
188854414,Yes,188854413,Yes,Yes,,188854414_188854413,188854413_188854414
188856985,Yes,188856986,No,Yes,,188856985_188856986,188856986_188856985
188871569,Yes,188871570,No,Yes,,188871569_188871570,188871570_188871569
188898597,Yes,188898598,No,Yes,,188898597_188898598,188898598_188898597
188913501,No,188913500,No,Yes,,188913501_188913500,188913500_188913501
188927557,Yes,188927558,No,Yes,,188927557_188927558,188927558_188927557
188927558,No,188927557,Yes,Yes,,188927558_188927557,188927557_188927558
188958496,Yes,188958502,No,Yes,,188958496_188958502,188958502_188958496
188958508,Yes,188958496,Yes,Yes,,188958508_188958496,188958496_188958508
189035919,No,189035918,No,Yes,,189035919_189035918,189035918_189035919
189035934,Yes,189035936,Yes,Yes,,189035934_189035936,189035936_189035934
189035936,Yes,189035937,Yes,Yes,,189035936_189035937,189035937_189035936
189035936,Yes,189035934,Yes,Yes,,189035936_189035934,189035934_189035936
189035937,Yes,189035936,Yes,Yes,,189035937_189035936,189035936_189035937
189035942,Yes,189035938,No,Yes,,189035942_189035938,189035938_189035942
189096807,Yes,189096808,No,Yes,,189096807_189096808,189096808_189096807
189096808,No,189096807,Yes,Yes,,189096808_189096807,189096807_189096808
189129017,Yes,189129019,No,Yes,,189129017_189129019,189129019_189129017
189129020,Yes,189129042,No,Yes,,189129020_189129042,189129042_189129020
189181016,Yes,189181017,No,Yes,,189181016_189181017,189181017_189181016
189181017,No,189181016,Yes,Yes,,189181017_189181016,189181016_189181017
189199526,Yes,189199553,No,Yes,,189199526_189199553,189199553_189199526
189268536,Yes,189268835,Yes,Yes,,189268536_189268835,189268835_189268536
189268835,Yes,189268536,Yes,Yes,,189268835_189268536,189268536_189268835
189273379,Yes,189273641,Yes,Yes,,189273379_189273641,189273641_189273379
189273641,Yes,189273379,Yes,Yes,,189273641_189273379,189273379_189273641
189291280,Yes,189292001,Yes,Yes,,189291280_189292001,189292001_189291280
189292001,Yes,189291280,Yes,Yes,,189292001_189291280,189291280_189292001
189293674,Yes,189293675,No,Yes,,189293674_189293675,189293675_189293674
189293675,No,189293674,Yes,Yes,,189293675_189293674,189293674_189293675
189351725,Yes,189351728,Yes,Yes,,189351725_189351728,189351728_189351725
189351728,Yes,189351725,Yes,Yes,,189351728_189351725,189351725_189351728
189351829,Yes,189351830,Yes,Yes,,189351829_189351830,189351830_189351829
189351830,Yes,189351841,Yes,Yes,,189351830_189351841,189351841_189351830
189351830,Yes,189351840,No,Yes,,189351830_189351840,189351840_189351830
189351830,Yes,189351839,No,Yes,,189351830_189351839,189351839_189351830
189351830,Yes,189351837,No,Yes,,189351830_189351837,189351837_189351830
189351830,Yes,189351836,Yes,Yes,,189351830_189351836,189351836_189351830
189351830,Yes,189351829,Yes,Yes,,189351830_189351829,189351829_189351830
189351836,Yes,189351830,Yes,Yes,,189351836_189351830,189351830_189351836
189351837,No,189351830,Yes,Yes,,189351837_189351830,189351830_189351837
189351839,No,189351830,Yes,Yes,,189351839_189351830,189351830_189351839
189351840,No,189351830,Yes,Yes,,189351840_189351830,189351830_189351840
189351841,Yes,189351830,Yes,Yes,,189351841_189351830,189351830_189351841
189351872,Yes,189351875,No,Yes,,189351872_189351875,189351875_189351872
189351893,Yes,189351895,Yes,Yes,,189351893_189351895,189351895_189351893
189351895,Yes,189351893,Yes,Yes,,189351895_189351893,189351893_189351895
189351911,Yes,189351912,No,Yes,,189351911_189351912,189351912_189351911
189363077,Yes,189363077,Yes,Yes,,189363077_189363077,189363077_189363077
189388275,Yes,189388276,Yes,Yes,,189388275_189388276,189388276_189388275
189388276,Yes,189388275,Yes,Yes,,189388276_189388275,189388275_189388276
189436789,Yes,189436790,No,Yes,,189436789_189436790,189436790_189436789
189436790,No,189436789,Yes,Yes,,189436790_189436789,189436789_189436790
189481132,Yes,189481860,No,Yes,,189481132_189481860,189481860_189481132
189521915,Yes,189521916,No,Yes,,189521915_189521916,189521916_189521915
189521919,Yes,189521920,No,Yes,,189521919_189521920,189521920_189521919
189521926,Yes,189521927,Yes,Yes,,189521926_189521927,189521927_189521926
189521927,Yes,189521926,Yes,Yes,,189521927_189521926,189521926_189521927
189522373,Yes,93096614,Yes,Yes,,189522373_93096614,93096614_189522373
189575540,Yes,189575543,Yes,Yes,,189575540_189575543,189575543_189575540
189575543,Yes,189575540,Yes,Yes,,189575543_189575540,189575540_189575543
189587617,Yes,189587615,No,Yes,,189587617_189587615,189587615_189587617
189588357,No,189588356,No,Yes,,189588357_189588356,189588356_189588357
189589216,No,9122049,No,Yes,,189589216_9122049,9122049_189589216
189728342,Yes,189728380,Yes,Yes,,189728342_189728380,189728380_189728342
189728380,Yes,189728342,Yes,Yes,,189728380_189728342,189728342_189728380
189878937,Yes,189878938,No,Yes,,189878937_189878938,189878938_189878937
189880408,Yes,189880409,Yes,Yes,,189880408_189880409,189880409_189880408
189880409,Yes,189880408,Yes,Yes,,189880409_189880408,189880408_189880409
189881068,No,189880904,No,Yes,,189881068_189880904,189880904_189881068
189907082,Yes,339323750,No,Yes,,189907082_339323750,339323750_189907082
189947295,Yes,189947331,No,Yes,,189947295_189947331,189947331_189947295
190056804,Yes,190056803,No,Yes,,190056804_190056803,190056803_190056804
190095414,Yes,190095579,No,Yes,,190095414_190095579,190095579_190095414
190095579,No,190095414,Yes,Yes,,190095579_190095414,190095414_190095579
190206912,Yes,190206911,No,Yes,,190206912_190206911,190206911_190206912
190324259,Yes,190324258,No,Yes,,190324259_190324258,190324258_190324259
190324265,Yes,190324264,No,Yes,,190324265_190324264,190324264_190324265
190331512,Yes,190331511,No,Yes,,190331512_190331511,190331511_190331512
190331519,Yes,190331520,Yes,Yes,,190331519_190331520,190331520_190331519
190331520,Yes,190331519,Yes,Yes,,190331520_190331519,190331519_190331520
190331546,Yes,190331549,No,Yes,,190331546_190331549,190331549_190331546
190414287,Yes,190414290,No,Yes,,190414287_190414290,190414290_190414287
190419106,Yes,190419119,Yes,Yes,,190419106_190419119,190419119_190419106
190419119,Yes,190419106,Yes,Yes,,190419119_190419106,190419106_190419119
190473808,Yes,190474592,No,Yes,,190473808_190474592,190474592_190473808
190474592,No,190473808,Yes,Yes,,190474592_190473808,190473808_190474592
190564459,No,190564460,No,Yes,,190564459_190564460,190564460_190564459
190620206,Yes,190620254,Yes,Yes,,190620206_190620254,190620254_190620206
190620254,Yes,190620206,Yes,Yes,,190620254_190620206,190620206_190620254
190936204,Yes,190937043,No,Yes,,190936204_190937043,190937043_190936204
191018031,Yes,191018032,No,Yes,,191018031_191018032,191018032_191018031
191018096,Yes,191018098,Yes,Yes,,191018096_191018098,191018098_191018096
191018098,Yes,191018096,Yes,Yes,,191018098_191018096,191018096_191018098
191018156,Yes,191018154,No,Yes,,191018156_191018154,191018154_191018156
191018167,Yes,191018170,No,Yes,,191018167_191018170,191018170_191018167
191065906,Yes,191152012,Yes,Yes,,191065906_191152012,191152012_191065906
191151229,Yes,191151231,Yes,Yes,,191151229_191151231,191151231_191151229
191151231,Yes,191151229,Yes,Yes,,191151231_191151229,191151229_191151231
191152012,Yes,191065906,Yes,Yes,,191152012_191065906,191065906_191152012
191191800,Yes,191191795,No,Yes,,191191800_191191795,191191795_191191800
191191800,Yes,191191801,No,Yes,,191191800_191191801,191191801_191191800
191191810,Yes,191191819,No,Yes,,191191810_191191819,191191819_191191810
191201180,No,191201184,No,Yes,,191201180_191201184,191201184_191201180
191201183,Yes,191201184,No,Yes,,191201183_191201184,191201184_191201183
191201184,No,191201180,No,Yes,,191201184_191201180,191201180_191201184
191201184,No,191201183,Yes,Yes,,191201184_191201183,191201183_191201184
191280064,No,191280162,Yes,Yes,,191280064_191280162,191280162_191280064
191280162,Yes,191280064,No,Yes,,191280162_191280064,191280064_191280162
191300877,Yes,191300878,No,Yes,,191300877_191300878,191300878_191300877
191322158,Yes,191322159,No,Yes,,191322158_191322159,191322159_191322158
191348899,Yes,191348900,No,Yes,,191348899_191348900,191348900_191348899
191348913,No,191348915,No,Yes,,191348913_191348915,191348915_191348913
191348915,No,191348913,No,Yes,,191348915_191348913,191348913_191348915
191348917,No,191348918,Yes,Yes,,191348917_191348918,191348918_191348917
191348918,Yes,191348917,No,Yes,,191348918_191348917,191348917_191348918
191448859,Yes,191449826,No,Yes,,191448859_191449826,191449826_191448859
191458002,Yes,191458006,Yes,Yes,,191458002_191458006,191458006_191458002
191458006,Yes,191458002,Yes,Yes,,191458006_191458002,191458002_191458006
191493527,Yes,193827622,No,Yes,,191493527_193827622,193827622_191493527
191547660,Yes,191547661,No,Yes,,191547660_191547661,191547661_191547660
191637282,Yes,191637283,No,Yes,,191637282_191637283,191637283_191637282
191644295,Yes,191644296,No,Yes,,191644295_191644296,191644296_191644295
191645198,Yes,191645197,No,Yes,,191645198_191645197,191645197_191645198
191772824,No,191806858,No,Yes,,191772824_191806858,191806858_191772824
191810664,Yes,191810666,No,Yes,,191810664_191810666,191810666_191810664
191810666,No,191810664,Yes,Yes,,191810666_191810664,191810664_191810666
191834274,Yes,191834276,No,Yes,,191834274_191834276,191834276_191834274
192017040,Yes,192017425,No,Yes,,192017040_192017425,192017425_192017040
192182877,Yes,192182881,No,Yes,,192182877_192182881,192182881_192182877
192182878,No,192182881,No,Yes,,192182878_192182881,192182881_192182878
192187253,Yes,192182881,No,Yes,,192187253_192182881,192182881_192187253
192241207,Yes,192241208,Yes,Yes,,192241207_192241208,192241208_192241207
192241208,Yes,192241207,Yes,Yes,,192241208_192241207,192241207_192241208
192268129,No,192268130,Yes,Yes,,192268129_192268130,192268130_192268129
192268130,Yes,192268129,No,Yes,,192268130_192268129,192268129_192268130
192308778,No,192308779,Yes,Yes,,192308778_192308779,192308779_192308778
192308779,Yes,192308778,No,Yes,,192308779_192308778,192308778_192308779
192471129,Yes,192471134,No,Yes,,192471129_192471134,192471134_192471129
192471134,No,192471129,Yes,Yes,,192471134_192471129,192471129_192471134
192491277,Yes,192491278,Yes,Yes,,192491277_192491278,192491278_192491277
192491278,Yes,192491275,No,Yes,,192491278_192491275,192491275_192491278
192491278,Yes,192491277,Yes,Yes,,192491278_192491277,192491277_192491278
192588253,No,192588254,No,Yes,,192588253_192588254,192588254_192588253
192737619,Yes,192737620,No,Yes,,192737619_192737620,192737620_192737619
192737625,Yes,192737630,No,Yes,,192737625_192737630,192737630_192737625
192737678,No,192737679,No,Yes,,192737678_192737679,192737679_192737678
192737687,No,192737686,No,Yes,,192737687_192737686,192737686_192737687
192737701,No,192737700,No,Yes,,192737701_192737700,192737700_192737701
192737733,Yes,192739136,No,Yes,,192737733_192739136,192739136_192737733
192788722,No,192046721,No,Yes,,192788722_192046721,192046721_192788722
192807724,Yes,195256647,No,Yes,,192807724_195256647,195256647_192807724
192818759,Yes,192818763,No,Yes,,192818759_192818763,192818763_192818759
192818890,Yes,192820892,No,Yes,,192818890_192820892,192820892_192818890
192820892,No,192818890,Yes,Yes,,192820892_192818890,192818890_192820892
192884141,Yes,231980651,No,Yes,,192884141_231980651,231980651_192884141
192896556,Yes,192896652,No,Yes,,192896556_192896652,192896652_192896556
193000095,Yes,193000093,No,Yes,,193000095_193000093,193000093_193000095
193022722,Yes,193022721,No,Yes,,193022722_193022721,193022721_193022722
193135468,Yes,203169735,No,Yes,,193135468_203169735,203169735_193135468
193228818,Yes,193228838,No,Yes,,193228818_193228838,193228838_193228818
193234139,No,193234140,Yes,Yes,,193234139_193234140,193234140_193234139
193234140,Yes,193234139,No,Yes,,193234140_193234139,193234139_193234140
193352668,Yes,193941279,No,Yes,,193352668_193941279,193941279_193352668
193478963,Yes,193479592,No,Yes,,193478963_193479592,193479592_193478963
193522252,Yes,193524403,No,Yes,,193522252_193524403,193524403_193522252
193524403,No,193522252,Yes,Yes,,193524403_193522252,193522252_193524403
193634942,Yes,193634948,Yes,Yes,,193634942_193634948,193634948_193634942
193634948,Yes,193634942,Yes,Yes,,193634948_193634942,193634942_193634948
193635540,Yes,193635539,No,Yes,,193635540_193635539,193635539_193635540
193636455,Yes,193636459,Yes,Yes,,193636455_193636459,193636459_193636455
193636459,Yes,193636455,Yes,Yes,,193636459_193636455,193636455_193636459
193636469,Yes,193637119,Yes,Yes,,193636469_193637119,193637119_193636469
