observation_id,obs_match,partner_id,par_match,From Dataset,no_partner_ids,id,p_id
71616843,Yes,71616842,Yes,Yes,30355830.0,71616843_71616842,71616842_71616843
71616869,Yes,71616870,Yes,Yes,30355813.0,71616869_71616870,71616870_71616869
71616870,Yes,71616869,Yes,Yes,30355812.0,71616870_71616869,71616869_71616870
71616891,Yes,71616893,No,Yes,30159254.0,71616891_71616893,71616893_71616891
71616892,Yes,71616896,No,Yes,29988807.0,71616892_71616896,71616896_71616892
71616907,Yes,71616908,No,Yes,29441499.0,71616907_71616908,71616908_71616907
71702555,Yes,71705413,No,Yes,28987263.0,71702555_71705413,71705413_71702555
71706873,No,71706880,No,Yes,27716233.0,71706873_71706880,71706880_71706873
71889922,Yes,71889924,No,Yes,26661295.0,71889922_71889924,71889924_71889922
71889946,Yes,71889951,Yes,Yes,26202521.0,71889946_71889951,71889951_71889946
71889951,Yes,71889946,Yes,Yes,25777617.0,71889951_71889946,71889946_71889951
72003148,No,72003361,No,Yes,24911039.0,72003148_72003361,72003361_72003148
72093370,Yes,104980225,No,Yes,24851794.0,72093370_104980225,104980225_72093370
72171160,Yes,72171200,Yes,Yes,24827413.0,72171160_72171200,72171200_72171160
72171200,Yes,72171160,Yes,Yes,24803467.0,72171200_72171160,72171160_72171200
72259533,Yes,72262326,No,Yes,24788106.0,72259533_72262326,72262326_72259533
72466094,Yes,72466095,Yes,Yes,24661650.0,72466094_72466095,72466095_72466094
72466095,Yes,72466094,Yes,Yes,24616083.0,72466095_72466094,72466094_72466095
72466127,Yes,72466132,No,Yes,24316588.0,72466127_72466132,72466132_72466127
72516688,Yes,72516689,No,Yes,22903348.0,72516688_72516689,72516689_72516688
72516689,No,72516688,Yes,Yes,22135368.0,72516689_72516688,72516688_72516689
72616585,No,72616584,No,Yes,22015329.0,72616585_72616584,72616584_72616585
72616587,Yes,72616591,Yes,Yes,21659864.0,72616587_72616591,72616591_72616587
72616590,Yes,72616591,Yes,Yes,21591413.0,72616590_72616591,72616591_72616590
72616591,Yes,72616592,Yes,Yes,21499047.0,72616591_72616592,72616592_72616591
72616591,Yes,72616590,Yes,Yes,21482786.0,72616591_72616590,72616590_72616591
72616592,Yes,72616584,No,Yes,21426530.0,72616592_72616584,72616584_72616592
72616619,Yes,72616620,Yes,Yes,21194656.0,72616619_72616620,72616620_72616619
72616620,Yes,72616619,Yes,Yes,21079325.0,72616620_72616619,72616619_72616620
72616625,No,72616628,No,Yes,21044440.0,72616625_72616628,72616628_72616625
72616632,Yes,72616635,Yes,Yes,20188251.0,72616632_72616635,72616635_72616632
72616635,Yes,72616632,Yes,Yes,20036548.0,72616635_72616632,72616632_72616635
72616644,No,80748309,No,Yes,19753844.0,72616644_80748309,80748309_72616644
72616647,Yes,72616644,No,Yes,19677338.0,72616647_72616644,72616644_72616647
72616647,Yes,72616646,No,Yes,18446276.0,72616647_72616646,72616646_72616647
73184467,Yes,73184543,No,Yes,19305635.0,73184467_73184543,73184543_73184467
73288373,Yes,11254099,No,Yes,16638188.0,73288373_11254099,11254099_73288373
73296347,Yes,73296349,No,Yes,15874060.0,73296347_73296349,73296349_73296347
73306299,Yes,73297476,No,Yes,17100182.0,73306299_73297476,73297476_73306299
73468858,Yes,73471015,No,Yes,15097703.0,73468858_73471015,73471015_73468858
73482591,No,28163775,No,Yes,14342243.0,73482591_28163775,28163775_73482591
73518584,Yes,73518582,No,Yes,13255860.0,73518584_73518582,73518582_73518584
73518585,Yes,73518582,No,Yes,15732268.0,73518585_73518582,73518582_73518585
73591984,No,73592164,No,Yes,13253761.0,73591984_73592164,73592164_73591984
73592164,No,73591984,No,Yes,13080951.0,73592164_73591984,73591984_73592164
73608300,Yes,73609258,No,Yes,14270674.0,73608300_73609258,73609258_73608300
73686045,Yes,338010743,No,Yes,13539701.0,73686045_338010743,338010743_73686045
73702916,Yes,73707609,No,Yes,13113599.0,73702916_73707609,73707609_73702916
73707609,No,73702916,Yes,Yes,12234912.0,73707609_73702916,73702916_73707609
73771707,Yes,73771708,Yes,Yes,12234644.0,73771707_73771708,73771708_73771707
73771708,Yes,73771707,Yes,Yes,10889049.0,73771708_73771707,73771707_73771708
73771712,Yes,73771713,No,Yes,10150273.0,73771712_73771713,73771713_73771712
73771776,No,73771778,No,Yes,12335787.0,73771776_73771778,73771778_73771776
73771779,Yes,73771795,Yes,Yes,9362166.0,73771779_73771795,73771795_73771779
73771795,Yes,73771779,Yes,Yes,12048432.0,73771795_73771779,73771779_73771795
73797998,Yes,73798522,Yes,Yes,12032316.0,73797998_73798522,73798522_73797998
73798522,Yes,73797998,Yes,Yes,10962339.0,73798522_73797998,73797998_73798522
73832306,Yes,73832852,No,Yes,9354132.0,73832306_73832852,73832852_73832306
73933365,Yes,73933779,No,Yes,9709517.0,73933365_73933779,73933779_73933365
73960121,Yes,73960123,No,Yes,9161532.0,73960121_73960123,73960123_73960121
73960133,Yes,73960134,No,Yes,9505830.0,73960133_73960134,73960134_73960133
73960134,No,73960133,Yes,Yes,9108734.0,73960134_73960133,73960133_73960134
73985454,Yes,73983784,No,Yes,9005871.0,73985454_73983784,73983784_73985454
74021650,Yes,74021745,No,Yes,7072534.0,74021650_74021745,74021745_74021650
74095116,No,104676320,No,Yes,6366142.0,74095116_104676320,104676320_74095116
74125293,Yes,74125362,No,Yes,6366141.0,74125293_74125362,74125362_74125293
74170333,Yes,74170334,No,Yes,8744917.0,74170333_74170334,74170334_74170333
74170334,No,74170333,Yes,Yes,8243656.0,74170334_74170333,74170333_74170334
74250546,Yes,74228214,No,Yes,7393601.0,74250546_74228214,74228214_74250546
74400116,No,74399867,No,Yes,7037659.0,74400116_74399867,74399867_74400116
74611022,No,74611069,Yes,Yes,6889825.0,74611022_74611069,74611069_74611022
74611069,Yes,74611022,No,Yes,5967049.0,74611069_74611022,74611022_74611069
74664538,Yes,74664541,Yes,Yes,5296631.0,74664538_74664541,74664541_74664538
74664541,Yes,79557976,No,Yes,6473577.0,74664541_79557976,79557976_74664541
74702908,Yes,74664637,No,Yes,5032625.0,74702908_74664637,74664637_74702908
74822426,No,74822424,No,Yes,5962311.0,74822426_74822424,74822424_74822426
74889789,Yes,74889790,Yes,Yes,4604193.0,74889789_74889790,74889790_74889789
74889790,Yes,74889789,Yes,Yes,4570197.0,74889790_74889789,74889789_74889790
74951794,Yes,74951799,Yes,Yes,2827989.0,74951794_74951799,74951799_74951794
74951799,Yes,74951794,Yes,Yes,2607015.0,74951799_74951794,74951794_74951799
74951799,Yes,74951797,No,Yes,1766483.0,74951799_74951797,74951797_74951799
74951821,Yes,74951830,No,Yes,1744007.0,74951821_74951830,74951830_74951821
74951830,No,74951821,Yes,Yes,1744001.0,74951830_74951821,74951821_74951830
75222572,Yes,73553566,No,Yes,11230799.0,75222572_73553566,73553566_75222572
75313365,Yes,75313225,No,Yes,3058903.0,75313365_75313225,75313225_75313365
75566705,Yes,75566706,Yes,Yes,1207662.0,75566705_75566706,75566706_75566705
75566706,Yes,75566705,Yes,Yes,1207646.0,75566706_75566705,75566705_75566706
75566727,Yes,75566728,No,Yes,2706034.0,75566727_75566728,75566728_75566727
75566728,No,75566727,Yes,Yes,2655204.0,75566728_75566727,75566727_75566728
75566732,No,75566738,Yes,Yes,503139.0,75566732_75566738,75566738_75566732
75566737,Yes,75566738,Yes,Yes,2518530.0,75566737_75566738,75566738_75566737
75566738,Yes,75566732,No,Yes,420386.0,75566738_75566732,75566732_75566738
75566738,Yes,75566737,Yes,Yes,1587964.0,75566738_75566737,75566737_75566738
75566738,Yes,75566742,No,Yes,1515087.0,75566738_75566742,75566742_75566738
75566742,No,75566738,Yes,Yes,843690.0,75566742_75566738,75566738_75566742
75566744,No,75566745,Yes,Yes,424251.0,75566744_75566745,75566745_75566744
75566745,Yes,75566744,No,Yes,338604.0,75566745_75566744,75566744_75566745
75566765,No,75566764,No,Yes,,75566765_75566764,75566764_75566765
75579220,No,75579222,No,Yes,,75579220_75579222,75579222_75579220
75686956,Yes,75686958,No,Yes,,75686956_75686958,75686958_75686956
75686957,Yes,75686958,No,Yes,,75686957_75686958,75686958_75686957
75686996,Yes,75687000,No,Yes,,75686996_75687000,75687000_75686996
75686996,Yes,75686995,No,Yes,,75686996_75686995,75686995_75686996
75686996,Yes,75686997,No,Yes,,75686996_75686997,75686997_75686996
75687000,No,75686996,Yes,Yes,,75687000_75686996,75686996_75687000
75873319,No,76467671,No,Yes,,75873319_76467671,76467671_75873319
75909983,Yes,75910201,No,Yes,,75909983_75910201,75910201_75909983
76646940,No,76646946,Yes,Yes,,76646940_76646946,76646946_76646940
76646946,Yes,76646940,No,Yes,,76646946_76646940,76646940_76646946
76646961,No,76646966,Yes,Yes,,76646961_76646966,76646966_76646961
76646966,Yes,76646961,No,Yes,,76646966_76646961,76646961_76646966
76647099,Yes,76647101,Yes,Yes,,76647099_76647101,76647101_76647099
76647101,Yes,76647099,Yes,Yes,,76647101_76647099,76647099_76647101
76647146,No,76647151,Yes,Yes,,76647146_76647151,76647151_76647146
76647151,Yes,76647146,No,Yes,,76647151_76647146,76647146_76647151
77058408,Yes,77058417,Yes,Yes,,77058408_77058417,77058417_77058408
77058417,Yes,77058408,Yes,Yes,,77058417_77058408,77058408_77058417
77058529,Yes,77058541,No,Yes,,77058529_77058541,77058541_77058529
77638659,No,77638667,No,Yes,,77638659_77638667,77638667_77638659
77638667,No,77638659,No,Yes,,77638667_77638659,77638659_77638667
77638701,Yes,77638702,No,Yes,,77638701_77638702,77638702_77638701
77649668,Yes,77649669,No,Yes,,77649668_77649669,77649669_77649668
77778200,Yes,77778201,No,Yes,,77778200_77778201,77778201_77778200
77786686,Yes,77787099,Yes,Yes,,77786686_77787099,77787099_77786686
77787099,Yes,77786686,Yes,Yes,,77787099_77786686,77786686_77787099
78035823,Yes,78322290,Yes,Yes,,78035823_78322290,78322290_78035823
78197688,Yes,78197746,Yes,Yes,,78197688_78197746,78197746_78197688
78197746,Yes,78197688,Yes,Yes,,78197746_78197688,78197688_78197746
78322290,Yes,78035823,Yes,Yes,,78322290_78035823,78035823_78322290
78381816,Yes,78381830,Yes,Yes,,78381816_78381830,78381830_78381816
78381816,Yes,78381827,Yes,Yes,,78381816_78381827,78381827_78381816
78381816,Yes,78381822,No,Yes,,78381816_78381822,78381822_78381816
78381816,Yes,78381819,Yes,Yes,,78381816_78381819,78381819_78381816
78381816,Yes,78381817,No,Yes,,78381816_78381817,78381817_78381816
78381817,No,78381816,Yes,Yes,,78381817_78381816,78381816_78381817
78381819,Yes,78381816,Yes,Yes,,78381819_78381816,78381816_78381819
78381822,No,78381816,Yes,Yes,,78381822_78381816,78381816_78381822
78381823,Yes,78381825,No,Yes,,78381823_78381825,78381825_78381823
78381825,No,78381823,Yes,Yes,,78381825_78381823,78381823_78381825
78381827,Yes,78381816,Yes,Yes,,78381827_78381816,78381816_78381827
78381830,Yes,78381816,Yes,Yes,,78381830_78381816,78381816_78381830
78447699,Yes,78447700,No,Yes,,78447699_78447700,78447700_78447699
78447700,No,78447699,Yes,Yes,,78447700_78447699,78447699_78447700
78820594,No,66368233,No,Yes,,78820594_66368233,66368233_78820594
78857233,Yes,78857236,No,Yes,,78857233_78857236,78857236_78857233
78857253,Yes,78857254,Yes,Yes,,78857253_78857254,78857254_78857253
78857254,Yes,78857253,Yes,Yes,,78857254_78857253,78857253_78857254
78857275,Yes,78857278,Yes,Yes,,78857275_78857278,78857278_78857275
78857275,Yes,78857279,No,Yes,,78857275_78857279,78857279_78857275
78857275,Yes,78857281,Yes,Yes,,78857275_78857281,78857281_78857275
78857275,Yes,78857282,Yes,Yes,,78857275_78857282,78857282_78857275
78857275,Yes,78857297,Yes,Yes,,78857275_78857297,78857297_78857275
78857275,Yes,78857304,No,Yes,,78857275_78857304,78857304_78857275
78857275,Yes,78857306,No,Yes,,78857275_78857306,78857306_78857275
78857278,Yes,78857275,Yes,Yes,,78857278_78857275,78857275_78857278
78857279,No,78857275,Yes,Yes,,78857279_78857275,78857275_78857279
78857281,Yes,78857275,Yes,Yes,,78857281_78857275,78857275_78857281
78857282,Yes,78857275,Yes,Yes,,78857282_78857275,78857275_78857282
78857285,Yes,78857289,Yes,Yes,,78857285_78857289,78857289_78857285
78857285,Yes,78857288,Yes,Yes,,78857285_78857288,78857288_78857285
78857288,Yes,78857285,Yes,Yes,,78857288_78857285,78857285_78857288
78857289,Yes,78857285,Yes,Yes,,78857289_78857285,78857285_78857289
78857295,No,78857296,No,Yes,,78857295_78857296,78857296_78857295
78857297,Yes,78857275,Yes,Yes,,78857297_78857275,78857275_78857297
78857306,No,78857275,Yes,Yes,,78857306_78857275,78857275_78857306
78857336,Yes,78857347,No,Yes,,78857336_78857347,78857347_78857336
78857350,Yes,78857353,Yes,Yes,,78857350_78857353,78857353_78857350
78857353,Yes,78857355,No,Yes,,78857353_78857355,78857355_78857353
78857353,Yes,78857350,Yes,Yes,,78857353_78857350,78857350_78857353
78857355,No,78857353,Yes,Yes,,78857355_78857353,78857353_78857355
78878698,Yes,78878699,No,Yes,,78878698_78878699,78878699_78878698
79275256,Yes,79275254,No,Yes,,79275256_79275254,79275254_79275256
79275277,Yes,79275274,No,Yes,,79275277_79275274,79275274_79275277
79275278,Yes,79275274,No,Yes,,79275278_79275274,79275274_79275278
79275280,Yes,79275274,No,Yes,,79275280_79275274,79275274_79275280
79317276,Yes,79317277,Yes,Yes,,79317276_79317277,79317277_79317276
79317277,Yes,79317276,Yes,Yes,,79317277_79317276,79317276_79317277
79317318,Yes,79317311,No,Yes,,79317318_79317311,79317311_79317318
79430986,Yes,79430985,No,Yes,,79430986_79430985,79430985_79430986
79517024,Yes,66368233,No,Yes,,79517024_66368233,66368233_79517024
79527725,No,12192407,Yes,Yes,,79527725_12192407,12192407_79527725
79554435,Yes,79554438,No,Yes,,79554435_79554438,79554438_79554435
79677780,Yes,79677789,No,Yes,,79677780_79677789,79677789_79677780
79680524,Yes,79680521,No,Yes,,79680524_79680521,79680521_79680524
79680526,Yes,79680527,Yes,Yes,,79680526_79680527,79680527_79680526
79680527,Yes,79680526,Yes,Yes,,79680527_79680526,79680526_79680527
80274513,Yes,80274514,No,Yes,,80274513_80274514,80274514_80274513
80274525,Yes,80274529,Yes,Yes,,80274525_80274529,80274529_80274525
80274525,Yes,80274526,No,Yes,,80274525_80274526,80274526_80274525
80274525,Yes,80274528,Yes,Yes,,80274525_80274528,80274528_80274525
80274526,No,80274525,Yes,Yes,,80274526_80274525,80274525_80274526
80274528,Yes,80274525,Yes,Yes,,80274528_80274525,80274525_80274528
80274529,Yes,80274525,Yes,Yes,,80274529_80274525,80274525_80274529
80274547,Yes,80274551,No,Yes,,80274547_80274551,80274551_80274547
80538000,Yes,80644999,No,Yes,,80538000_80644999,80644999_80538000
80635381,Yes,80636233,No,Yes,,80635381_80636233,80636233_80635381
80644999,No,80538000,Yes,Yes,,80644999_80538000,80538000_80644999
80744263,Yes,80744592,No,Yes,,80744263_80744592,80744592_80744263
80751923,Yes,80751926,No,Yes,,80751923_80751926,80751926_80751923
80906141,Yes,80906142,Yes,Yes,,80906141_80906142,80906142_80906141
80906142,Yes,80906141,Yes,Yes,,80906142_80906141,80906141_80906142
80991032,Yes,80997814,No,Yes,,80991032_80997814,80997814_80991032
81218712,Yes,81218716,No,Yes,,81218712_81218716,81218716_81218712
81218721,Yes,81218722,Yes,Yes,,81218721_81218722,81218722_81218721
81218722,Yes,81218721,Yes,Yes,,81218722_81218721,81218721_81218722
81324316,Yes,81324319,No,Yes,,81324316_81324319,81324319_81324316
81726798,Yes,83307558,No,Yes,,81726798_83307558,83307558_81726798
81901701,No,81901702,No,Yes,,81901701_81901702,81901702_81901701
81901702,No,81901701,No,Yes,,81901702_81901701,81901701_81901702
81906305,Yes,81906307,No,Yes,,81906305_81906307,81906307_81906305
82037516,No,82037519,No,Yes,,82037516_82037519,82037519_82037516
82066513,Yes,82066527,No,Yes,,82066513_82066527,82066527_82066513
82178867,Yes,82178878,No,Yes,,82178867_82178878,82178878_82178867
82325221,Yes,82325223,Yes,Yes,,82325221_82325223,82325223_82325221
82325222,No,82325223,Yes,Yes,,82325222_82325223,82325223_82325222
82325223,Yes,82325221,Yes,Yes,,82325223_82325221,82325221_82325223
82325223,Yes,82325222,No,Yes,,82325223_82325222,82325222_82325223
82325236,Yes,82325237,No,Yes,,82325236_82325237,82325237_82325236
82325247,Yes,82325248,Yes,Yes,,82325247_82325248,82325248_82325247
82325248,Yes,82325247,Yes,Yes,,82325248_82325247,82325247_82325248
82460727,No,82460728,Yes,Yes,,82460727_82460728,82460728_82460727
82460727,No,82460729,Yes,Yes,,82460727_82460729,82460729_82460727
82460727,No,82460753,No,Yes,,82460727_82460753,82460753_82460727
82460727,No,82460734,No,Yes,,82460727_82460734,82460734_82460727
82460727,No,82460736,Yes,Yes,,82460727_82460736,82460736_82460727
82460727,No,82460751,Yes,Yes,,82460727_82460751,82460751_82460727
82460727,No,82460754,No,Yes,,82460727_82460754,82460754_82460727
82460727,No,82460763,Yes,Yes,,82460727_82460763,82460763_82460727
82460727,No,82460764,No,Yes,,82460727_82460764,82460764_82460727
82460728,Yes,82460727,No,Yes,,82460728_82460727,82460727_82460728
82460729,Yes,82460727,No,Yes,,82460729_82460727,82460727_82460729
82460736,Yes,82460727,No,Yes,,82460736_82460727,82460727_82460736
82460751,Yes,82460727,No,Yes,,82460751_82460727,82460727_82460751
82460763,Yes,82460727,No,Yes,,82460763_82460727,82460727_82460763
82554204,Yes,82574627,Yes,Yes,,82554204_82574627,82574627_82554204
82574627,Yes,82554204,Yes,Yes,,82574627_82554204,82554204_82574627
82588219,No,82588222,Yes,Yes,,82588219_82588222,82588222_82588219
82588222,Yes,82588219,No,Yes,,82588222_82588219,82588219_82588222
82588231,Yes,82588234,Yes,Yes,,82588231_82588234,82588234_82588231
82588234,Yes,82588231,Yes,Yes,,82588234_82588231,82588231_82588234
82719725,Yes,82719723,No,Yes,,82719725_82719723,82719723_82719725
82719738,No,82719739,Yes,Yes,,82719738_82719739,82719739_82719738
82719739,Yes,82719738,No,Yes,,82719739_82719738,82719738_82719739
82719747,No,82719751,No,Yes,,82719747_82719751,82719751_82719747
82719751,No,82719747,No,Yes,,82719751_82719747,82719747_82719751
82719770,Yes,82719780,No,Yes,,82719770_82719780,82719780_82719770
82719789,No,82719796,Yes,Yes,,82719789_82719796,82719796_82719789
82719796,Yes,82719789,No,Yes,,82719796_82719789,82719789_82719796
82719798,Yes,82719801,Yes,Yes,,82719798_82719801,82719801_82719798
82719801,Yes,82719798,Yes,Yes,,82719801_82719798,82719798_82719801
82978838,Yes,242483291,No,Yes,,82978838_242483291,242483291_82978838
83172922,Yes,83172924,No,Yes,,83172922_83172924,83172924_83172922
83172924,No,83172922,Yes,Yes,,83172924_83172922,83172922_83172924
83529430,Yes,228708586,No,Yes,,83529430_228708586,228708586_83529430
83547039,No,83547044,No,Yes,,83547039_83547044,83547044_83547039
83547044,No,83547039,No,Yes,,83547044_83547039,83547039_83547044
83547108,No,83547109,Yes,Yes,,83547108_83547109,83547109_83547108
83547109,Yes,83547108,No,Yes,,83547109_83547108,83547108_83547109
84345068,Yes,84346567,No,Yes,,84345068_84346567,84346567_84345068
84348739,Yes,84348741,No,Yes,,84348739_84348741,84348741_84348739
84355137,Yes,84355139,No,Yes,,84355137_84355139,84355139_84355137
84358234,Yes,84358235,No,Yes,,84358234_84358235,84358235_84358234
84358235,No,84358234,Yes,Yes,,84358235_84358234,84358234_84358235
84740843,Yes,84740841,No,Yes,,84740843_84740841,84740841_84740843
84804118,Yes,84804335,No,Yes,,84804118_84804335,84804335_84804118
84804335,No,84804118,Yes,Yes,,84804335_84804118,84804118_84804335
84867836,Yes,84867837,No,Yes,,84867836_84867837,84867837_84867836
84903294,Yes,299112414,No,Yes,,84903294_299112414,299112414_84903294
85066853,Yes,85070983,Yes,Yes,,85066853_85070983,85070983_85066853
85066853,Yes,85071419,Yes,Yes,,85066853_85071419,85071419_85066853
85066853,Yes,85071783,Yes,Yes,,85066853_85071783,85071783_85066853
85070983,Yes,85066853,Yes,Yes,,85070983_85066853,85066853_85070983
85071419,Yes,85066853,Yes,Yes,,85071419_85066853,85066853_85071419
85071783,Yes,85066853,Yes,Yes,,85071783_85066853,85066853_85071783
85118772,Yes,85118774,No,Yes,,85118772_85118774,85118774_85118772
85812064,Yes,85812063,No,Yes,,85812064_85812063,85812063_85812064
86062717,Yes,86062718,Yes,Yes,,86062717_86062718,86062718_86062717
86062717,Yes,86062721,No,Yes,,86062717_86062721,86062721_86062717
86062717,Yes,86062722,Yes,Yes,,86062717_86062722,86062722_86062717
86062717,Yes,86062723,No,Yes,,86062717_86062723,86062723_86062717
86062717,Yes,86062724,Yes,Yes,,86062717_86062724,86062724_86062717
86062718,Yes,86062717,Yes,Yes,,86062718_86062717,86062717_86062718
86062722,Yes,86062717,Yes,Yes,,86062722_86062717,86062717_86062722
86062723,No,86062717,Yes,Yes,,86062723_86062717,86062717_86062723
86062724,Yes,86062717,Yes,Yes,,86062724_86062717,86062717_86062724
86062744,Yes,86062747,Yes,Yes,,86062744_86062747,86062747_86062744
86062747,Yes,86062744,Yes,Yes,,86062747_86062744,86062744_86062747
86062747,Yes,86062750,No,Yes,,86062747_86062750,86062750_86062747
86062770,Yes,86062776,No,Yes,,86062770_86062776,86062776_86062770
86062776,No,86062770,Yes,Yes,,86062776_86062770,86062770_86062776
86062776,No,86062771,No,Yes,,86062776_86062771,86062771_86062776
86169670,Yes,86169673,No,Yes,,86169670_86169673,86169673_86169670
86169673,No,86169670,Yes,Yes,,86169673_86169670,86169670_86169673
86318339,Yes,323255070,Yes,Yes,,86318339_323255070,323255070_86318339
86345495,Yes,86345499,Yes,Yes,,86345495_86345499,86345499_86345495
86345499,Yes,86345495,Yes,Yes,,86345499_86345495,86345495_86345499
86345500,Yes,86345495,Yes,Yes,,86345500_86345495,86345495_86345500
86379203,Yes,86379205,No,Yes,,86379203_86379205,86379205_86379203
86379213,Yes,86379215,Yes,Yes,,86379213_86379215,86379215_86379213
86379215,Yes,86379213,Yes,Yes,,86379215_86379213,86379213_86379215
86523930,Yes,86523939,Yes,Yes,,86523930_86523939,86523939_86523930
86523939,Yes,86523930,Yes,Yes,,86523939_86523930,86523930_86523939
86523950,Yes,86523951,No,Yes,,86523950_86523951,86523951_86523950
86523950,Yes,86523952,No,Yes,,86523950_86523952,86523952_86523950
86523950,Yes,86523955,No,Yes,,86523950_86523955,86523955_86523950
86523950,Yes,86523956,No,Yes,,86523950_86523956,86523956_86523950
86523951,No,86523950,Yes,Yes,,86523951_86523950,86523950_86523951
86523955,No,86523950,Yes,Yes,,86523955_86523950,86523950_86523955
86523958,Yes,86523959,No,Yes,,86523958_86523959,86523959_86523958
86523958,Yes,86523960,No,Yes,,86523958_86523960,86523960_86523958
86523959,No,86523958,Yes,Yes,,86523959_86523958,86523958_86523959
86523965,Yes,86523963,No,Yes,,86523965_86523963,86523963_86523965
86747211,Yes,86747854,No,Yes,,86747211_86747854,86747854_86747211
87154034,Yes,87154035,Yes,Yes,,87154034_87154035,87154035_87154034
87154035,Yes,87154034,Yes,Yes,,87154035_87154034,87154034_87154035
87313083,Yes,87313084,Yes,Yes,,87313083_87313084,87313084_87313083
87313084,Yes,87313083,Yes,Yes,,87313084_87313083,87313083_87313084
87313084,Yes,87313088,No,Yes,,87313084_87313088,87313088_87313084
87313084,Yes,87313085,No,Yes,,87313084_87313085,87313085_87313084
87313084,Yes,87313090,No,Yes,,87313084_87313090,87313090_87313084
87313084,Yes,87313093,No,Yes,,87313084_87313093,87313093_87313084
87313117,Yes,87313121,No,Yes,,87313117_87313121,87313121_87313117
87313117,Yes,87313128,No,Yes,,87313117_87313128,87313128_87313117
87313117,Yes,87313129,No,Yes,,87313117_87313129,87313129_87313117
87313117,Yes,87313131,No,Yes,,87313117_87313131,87313131_87313117
87313122,Yes,87313123,No,Yes,,87313122_87313123,87313123_87313122
87313134,Yes,87313139,No,Yes,,87313134_87313139,87313139_87313134
87430214,Yes,87430215,No,Yes,,87430214_87430215,87430215_87430214
87430238,Yes,87430245,No,Yes,,87430238_87430245,87430245_87430238
87430247,Yes,87430250,No,Yes,,87430247_87430250,87430250_87430247
87500238,No,87500239,No,Yes,,87500238_87500239,87500239_87500238
87500239,No,87500238,No,Yes,,87500239_87500238,87500238_87500239
87523977,Yes,87523978,Yes,Yes,,87523977_87523978,87523978_87523977
87523978,Yes,87523977,Yes,Yes,,87523978_87523977,87523977_87523978
87524014,Yes,87524015,No,Yes,,87524014_87524015,87524015_87524014
87534459,Yes,87534460,Yes,Yes,,87534459_87534460,87534460_87534459
87534460,Yes,87534459,Yes,Yes,,87534460_87534459,87534459_87534460
87697058,Yes,87697059,No,Yes,,87697058_87697059,87697059_87697058
87704686,Yes,87704801,Yes,Yes,,87704686_87704801,87704801_87704686
87704801,Yes,87704686,Yes,Yes,,87704801_87704686,87704686_87704801
87730539,Yes,87730545,No,Yes,,87730539_87730545,87730545_87730539
87730545,No,87730539,Yes,Yes,,87730545_87730539,87730539_87730545
87941249,Yes,87941993,No,Yes,,87941249_87941993,87941993_87941249
88027599,Yes,88027601,Yes,Yes,,88027599_88027601,88027601_88027599
88027601,Yes,88027599,Yes,Yes,,88027601_88027599,88027599_88027601
88027623,Yes,88027624,No,Yes,,88027623_88027624,88027624_88027623
88027634,Yes,88027638,No,Yes,,88027634_88027638,88027638_88027634
88208630,Yes,88208634,No,Yes,,88208630_88208634,88208634_88208630
88316892,Yes,88316897,No,Yes,,88316892_88316897,88316897_88316892
88420263,No,75286194,No,Yes,,88420263_75286194,75286194_88420263
88422072,Yes,88799916,No,Yes,,88422072_88799916,88799916_88422072
88504964,Yes,88504966,No,Yes,,88504964_88504966,88504966_88504964
88568447,Yes,88568683,No,Yes,,88568447_88568683,88568683_88568447
88568683,No,88568447,Yes,Yes,,88568683_88568447,88568447_88568683
88729425,Yes,88729424,No,Yes,,88729425_88729424,88729424_88729425
88799916,No,88422072,Yes,Yes,,88799916_88422072,88422072_88799916
88799916,No,89895116,Yes,Yes,,88799916_89895116,89895116_88799916
88799916,No,89895376,Yes,Yes,,88799916_89895376,89895376_88799916
88799916,No,89895711,Yes,Yes,,88799916_89895711,89895711_88799916
88799916,No,90029685,No,Yes,,88799916_90029685,90029685_88799916
89098874,Yes,89098903,Yes,Yes,,89098874_89098903,89098903_89098874
89098903,Yes,89098874,Yes,Yes,,89098903_89098874,89098874_89098903
89109493,Yes,89110001,Yes,Yes,,89109493_89110001,89110001_89109493
89110001,Yes,89109493,Yes,Yes,,89110001_89109493,89109493_89110001
89771030,Yes,89771206,No,Yes,,89771030_89771206,89771206_89771030
89895116,Yes,88799916,No,Yes,,89895116_88799916,88799916_89895116
89895376,Yes,88799916,No,Yes,,89895376_88799916,88799916_89895376
89895711,Yes,88799916,No,Yes,,89895711_88799916,88799916_89895711
90029685,No,88799916,No,Yes,,90029685_88799916,88799916_90029685
90043644,Yes,90043642,No,Yes,,90043644_90043642,90043642_90043644
90178562,Yes,59984409,No,Yes,,90178562_59984409,59984409_90178562
90372897,Yes,73471015,No,Yes,,90372897_73471015,73471015_90372897
90904110,Yes,90905692,No,Yes,,90904110_90905692,90905692_90904110
90924766,Yes,90924767,Yes,Yes,,90924766_90924767,90924767_90924766
90924767,Yes,90924766,Yes,Yes,,90924767_90924766,90924766_90924767
90924790,Yes,90924791,No,Yes,,90924790_90924791,90924791_90924790
90924829,Yes,90924830,No,Yes,,90924829_90924830,90924830_90924829
90924834,Yes,90924835,No,Yes,,90924834_90924835,90924835_90924834
90924841,Yes,90924843,No,Yes,,90924841_90924843,90924843_90924841
91055924,Yes,91061718,No,Yes,,91055924_91061718,91061718_91055924
