id,url,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,"field:url for ""partner"" observation",partner_ids
70990478,https://www.inaturalist.org/observations/70990478,Oldenlandia,Oldenlandia,,Plantae,131831.0,https://www.inaturalist.org/observations/71047417,['71047417']
70999137,https://www.inaturalist.org/observations/70999137,mountain laurel,Kalmia latifolia,mountain laurel,Plantae,49397.0,https://www.inaturalist.org/observations/49946869,['49946869']
71002555,https://www.inaturalist.org/observations/71002555,Chinavia hilaris,Chinavia hilaris,Green Stink Bug,Insecta,485010.0,https://www.inaturalist.org/observations/26493655,['26493655']
71008467,https://www.inaturalist.org/observations/71008467,Pieris japonica,Pieris japonica,Japanese andromeda,Plantae,127181.0,https://www.inaturalist.org/observations/265944589,['265944589']
71012923,https://www.inaturalist.org/observations/71012923,African Yellow Pansy,Junonia hierta cebrene,African Yellow Pansy,Insecta,147389.0,https://www.inaturalist.org/observations/71012925,['71012925']
71012924,https://www.inaturalist.org/observations/71012924,Yellow Justicia,Justicia flava,Yellow Justicia,Plantae,205898.0,https://www.inaturalist.org/observations/71012927; https://www.inaturalist.org/observations/71012926; https://www.inaturalist.org/observations/71012930; https://www.inaturalist.org/observations/71012931; https://www.inaturalist.org/observations/71012932; https://www.inaturalist.org/observations/71049367,"['71012927', '71012926', '71012930', '71012931', '71012932', '71049367']"
71012925,https://www.inaturalist.org/observations/71012925,Gomphrena,Gomphrena,,Plantae,128269.0,https://www.inaturalist.org/observations/71012923,['71012923']
71012926,https://www.inaturalist.org/observations/71012926,Appias epaphia contracta,Appias epaphia contracta,Diverse Albatross White,Insecta,209700.0,https://www.inaturalist.org/observations/71012924,['71012924']
71012927,https://www.inaturalist.org/observations/71012927,African Veined White,Pseudanaphaeis gidica abyssinica,Eastern Pointed Caper White,Insecta,1605138.0,https://www.inaturalist.org/observations/71012924,['71012924']
71012930,https://www.inaturalist.org/observations/71012930,Brown-veined White,Belenois aurota aurota,Brown-veined White,Insecta,652769.0,https://www.inaturalist.org/observations/71012924,['71012924']
71012931,https://www.inaturalist.org/observations/71012931,Appias epaphia contracta,Appias epaphia contracta,Diverse Albatross White,Insecta,209700.0,https://www.inaturalist.org/observations/71012924,['71012924']
71012932,https://www.inaturalist.org/observations/71012932,Southern Round-winged Orange Tip,Colotis euippe omphale,Southern Round-winged Orange Tip,Insecta,658920.0,https://www.inaturalist.org/observations/71012924,['71012924']
71047417,https://www.inaturalist.org/observations/71047417,Tiger Moths and Allies,Arctiinae,Tiger Moths and Allies,Insecta,47606.0,https://www.inaturalist.org/observations/70990478,['70990478']
71049367,https://www.inaturalist.org/observations/71049367,African Veined White,Pseudanaphaeis gidica abyssinica,Eastern Pointed Caper White,Insecta,1605138.0,https://www.inaturalist.org/observations/71012924,['71012924']
71077042,https://www.inaturalist.org/observations/71077042,Catharsius,Catharsius,,Insecta,333466.0,https://www.inaturalist.org/observations/71077043; https://www.inaturalist.org/observations/287086694,"['71077043', '287086694']"
71077043,https://www.inaturalist.org/observations/71077043,Parasitinae,Parasitinae,,Arachnida,631719.0,https://www.inaturalist.org/observations/71077042,['71077042']
71085420,https://www.inaturalist.org/observations/71085420,Cedar Waxwing,Bombycilla cedrorum,Cedar Waxwing,Aves,7428.0,https://www.inaturalist.org/observations/71085422,['71085422']
71085422,https://www.inaturalist.org/observations/71085422,multiflora rose,Rosa multiflora,multiflora rose,Plantae,78882.0,https://www.inaturalist.org/observations/71085420,['71085420']
71153589,https://www.inaturalist.org/observations/71153589,Vangueria madagascariensis,Vangueria madagascariensis,Bush Medlar,Plantae,466936.0,https://www.inaturalist.org/observations/71153598,['71153598']
71153598,https://www.inaturalist.org/observations/71153598,Petovia marginata,Petovia marginata,,Insecta,568806.0,https://www.inaturalist.org/observations/71153589,['71153589']
71153645,https://www.inaturalist.org/observations/71153645,Ecbolium glabratum,Ecbolium glabratum,,Plantae,584345.0,https://www.inaturalist.org/observations/71153647,['71153647']
71153647,https://www.inaturalist.org/observations/71153647,Tenspot Blisterbeetle,Hycleus lugens,Tenspot Blisterbeetle,Insecta,460526.0,https://www.inaturalist.org/observations/71153645,['71153645']
71205704,https://www.inaturalist.org/observations/71205704,Flower Crab Spiders,Thomisus,Flower Crab Spiders,Arachnida,59282.0,https://www.inaturalist.org/observations/71205705,['71205705']
71205705,https://www.inaturalist.org/observations/71205705,Bombylella,Bombylella,,Insecta,366999.0,https://www.inaturalist.org/observations/71205704,['71205704']
71206109,https://www.inaturalist.org/observations/71206109,Grassveld Sweetpea,Sphenostylis angustifolia,Grassveld Sweetpea,Plantae,594659.0,https://www.inaturalist.org/observations/71206111,['71206111']
71206111,https://www.inaturalist.org/observations/71206111,Common Smoky Blue,Euchrysops malathana,Grey Smoky Blue,Insecta,356262.0,https://www.inaturalist.org/observations/71206109,['71206109']
71427317,https://www.inaturalist.org/observations/71427317,Cape Boubou,Laniarius ferrugineus ferrugineus,Cape Boubou,Aves,698334.0,https://www.inaturalist.org/observations/71456747,['71456747']
71494520,https://www.inaturalist.org/observations/71494520,Eyed Pansy,Junonia orithya madagascariensis,African Blue Pansy,Insecta,338685.0,https://www.inaturalist.org/observations/71494262,['71494262']
71505246,https://www.inaturalist.org/observations/71505246,Quintilia carinata,Quintilia carinata,Keeled Karoo Cicada,Insecta,687077.0,https://www.inaturalist.org/observations/71505247,['71505247']
71505247,https://www.inaturalist.org/observations/71505247,Southern Blackleg Orbweaver,Trichonephila fenestrata fenestrata,Southern Blackleg Orbweaver,Arachnida,904618.0,https://www.inaturalist.org/observations/71505246,['71505246']
71616838,https://www.inaturalist.org/observations/71616838,Eastern Sand Skink,Trachylepis depressa,Eastern Sand Skink,Reptilia,114285.0,https://www.inaturalist.org/observations/71616839; https://www.inaturalist.org/observations/71616840,"['71616839', '71616840']"
71616839,https://www.inaturalist.org/observations/71616839,Proagoderus,Proagoderus,,Insecta,434284.0,https://www.inaturalist.org/observations/71616838,['71616838']
71616840,https://www.inaturalist.org/observations/71616840,Big-headed Ants,Pheidole,Big-headed Ants,Insecta,47343.0,https://www.inaturalist.org/observations/71616838,['71616838']
71616842,https://www.inaturalist.org/observations/71616842,Flying Handkerchief,Papilio dardanus cenea,Southern Mocker Swallowtail,Insecta,356048.0,https://www.inaturalist.org/observations/71616843,['71616843']
71616843,https://www.inaturalist.org/observations/71616843,Chinese Violet,Asystasia intrusa,African Coromandel,Plantae,344320.0,https://www.inaturalist.org/observations/71616842,['71616842']
71616869,https://www.inaturalist.org/observations/71616869,Cape Rattlepod,Crotalaria capensis,Cape Rattlepod,Plantae,583028.0,https://www.inaturalist.org/observations/71616870,['71616870']
71616870,https://www.inaturalist.org/observations/71616870,Black-and-white Carpenter,Xylocopa nigrita,White-sided Large Carpenter Bee,Insecta,357684.0,https://www.inaturalist.org/observations/71616869,['71616869']
71616873,https://www.inaturalist.org/observations/71616873,Campsomerini,Campsomerini,,Insecta,1635160.0,https://www.inaturalist.org/observations/71616875,['71616875']
71616874,https://www.inaturalist.org/observations/71616874,Eumolpinae,Eumolpinae,,Insecta,357454.0,https://www.inaturalist.org/observations/71616875,['71616875']
71616875,https://www.inaturalist.org/observations/71616875,Ocimum natalense,Ocimum natalense,,Plantae,590693.0,https://www.inaturalist.org/observations/71616874; https://www.inaturalist.org/observations/71616873,"['71616874', '71616873']"
71616891,https://www.inaturalist.org/observations/71616891,Hippopotamus,Hippopotamus amphibius,Common Hippopotamus,Mammalia,42149.0,https://www.inaturalist.org/observations/71616893,['71616893']
71616892,https://www.inaturalist.org/observations/71616892,Common Reedbuck,Redunca arundinum arundinum,Common Reedbuck,Mammalia,698705.0,https://www.inaturalist.org/observations/71616896,['71616896']
71616893,https://www.inaturalist.org/observations/71616893,"Grasses, Sedges, Cattails, and Allies",Poales,"Grasses, Sedges, Cattails, and Allies",Plantae,47162.0,https://www.inaturalist.org/observations/71616891,['71616891']
71616896,https://www.inaturalist.org/observations/71616896,"grasses, sedges, cattails, and allies",Poales,"Grasses, Sedges, Cattails, and Allies",Plantae,47162.0,https://www.inaturalist.org/observations/71616892,['71616892']
71616907,https://www.inaturalist.org/observations/71616907,Coracias garrulus semenowi,Coracias garrulus semenowi,,Aves,605743.0,https://www.inaturalist.org/observations/71616908,['71616908']
71616908,https://www.inaturalist.org/observations/71616908,Hemiclonia,Clonia assimilis,Eastern Black-winged Clonia,Insecta,433457.0,https://www.inaturalist.org/observations/71616907,['71616907']
71702555,https://www.inaturalist.org/observations/71702555,Common Citril,Ceriagrion glabrum,Common Citril,Insecta,97063.0,https://www.inaturalist.org/observations/71705413,['71705413']
71704369,https://www.inaturalist.org/observations/71704369,Laelia clarki,Laelia clarki,,Insecta,671807.0,https://www.inaturalist.org/observations/71704370,['71704370']
71704370,https://www.inaturalist.org/observations/71704370,Brack Thorn,Vachellia robusta clavigera,Splendid Thorn,Plantae,601539.0,https://www.inaturalist.org/observations/71704369,['71704369']
71706873,https://www.inaturalist.org/observations/71706873,Eyralpenus diplosticta,Eyralpenus diplosticta,,Insecta,1297901.0,https://www.inaturalist.org/observations/71706880,['71706880']
71706880,https://www.inaturalist.org/observations/71706880,Dune false currant,Allophylus natalensis,Dune false currant,Plantae,559313.0,https://www.inaturalist.org/observations/71706873,['71706873']
71889922,https://www.inaturalist.org/observations/71889922,Lemonyellow Rosemallow,Hibiscus calyphyllus,Lemonyellow Rosemallow,Plantae,163760.0,https://www.inaturalist.org/observations/71889924,['71889924']
71889924,https://www.inaturalist.org/observations/71889924,Cotton Stainer Bugs,Dysdercus,Cotton Stainer Bugs,Insecta,180035.0,https://www.inaturalist.org/observations/71889922,['71889922']
71889926,https://www.inaturalist.org/observations/71889926,Grass Yellows,Eurema,Grass Yellows,Insecta,51615.0,https://www.inaturalist.org/observations/73325214,['73325214']
71889946,https://www.inaturalist.org/observations/71889946,Peruvian zinnia,Zinnia peruviana,Peruvian zinnia,Plantae,153439.0,https://www.inaturalist.org/observations/71889951,['71889951']
71889951,https://www.inaturalist.org/observations/71889951,Cambridge Vagrant,Nepheronia thalassina sinalata,Eastern Cambridge Vagrant,Insecta,677898.0,https://www.inaturalist.org/observations/71889946,['71889946']
72000620,https://www.inaturalist.org/observations/72000620,Pale Green Assassin Bug,Zelus luridus,Pale Green Assassin Bug,Insecta,129423.0,https://www.inaturalist.org/observations/72000626,['72000626']
72000626,https://www.inaturalist.org/observations/72000626,Brown-winged Earwig,Vostox brunneipennis,Brown-winged Earwig,Insecta,307009.0,https://www.inaturalist.org/observations/72000620,['72000620']
72003148,https://www.inaturalist.org/observations/72003148,Garden pink-sorrel,Oxalis latifolia,Garden pink-sorrel,Plantae,61839.0,https://www.inaturalist.org/observations/72003361,['72003361']
72003361,https://www.inaturalist.org/observations/72003361,"Underwing, Tiger, Tussock, and Allied Moths",Erebidae,"Underwing, Tiger, Tussock, and Allied Moths",Insecta,121850.0,https://www.inaturalist.org/observations/72003148,['72003148']
72013016,https://www.inaturalist.org/observations/72013016,"Underwing, Tiger, Tussock, and Allied Moths",Erebidae,"Underwing, Tiger, Tussock, and Allied Moths",Insecta,121850.0,https://www.inaturalist.org/observations/72013346,['72013346']
72093370,https://www.inaturalist.org/observations/72093370,Dark-eyed Junco,Junco hyemalis,Dark-eyed Junco,Aves,10094.0,https://www.inaturalist.org/observations/104980225,['104980225']
72171160,https://www.inaturalist.org/observations/72171160,Great Egret,Ardea alba,Great Egret,Aves,144455.0,https://www.inaturalist.org/observations/72171200,['72171200']
72171200,https://www.inaturalist.org/observations/72171200,Western Fence Lizard,Sceloporus occidentalis,Western Fence Lizard,Reptilia,36204.0,https://www.inaturalist.org/observations/72171160,['72171160']
72259533,https://www.inaturalist.org/observations/72259533,Cyana pretoriae,Cyana pretoriae,Pretoria Red Lines,Insecta,569732.0,https://www.inaturalist.org/observations/72262326,['72262326']
72262326,https://www.inaturalist.org/observations/72262326,sea hibiscus,Hibiscus tiliaceus,sea hibiscus,Plantae,62868.0,https://www.inaturalist.org/observations/72259533,['72259533']
72272289,https://www.inaturalist.org/observations/72272289,Rhenea,Rhenea,,Insecta,627504.0,https://www.inaturalist.org/observations/72273607,['72273607']
72273607,https://www.inaturalist.org/observations/72273607,Fortnight Lilies,Dietes,Fortnight Lilies,Plantae,125854.0,https://www.inaturalist.org/observations/72272289,['72272289']
72466094,https://www.inaturalist.org/observations/72466094,Eastern Hinge Tortoise,Kinixys zombensis zombensis,Eastern Hinge Tortoise,Reptilia,540450.0,https://www.inaturalist.org/observations/72466095,['72466095']
72466095,https://www.inaturalist.org/observations/72466095,Hinged Tortoise Bont Tick,Amblyomma nuttalli,Hinged Tortoise Bont Tick,Arachnida,649015.0,https://www.inaturalist.org/observations/72466094,['72466094']
72466127,https://www.inaturalist.org/observations/72466127,Coracias garrulus semenowi,Coracias garrulus semenowi,,Aves,605743.0,https://www.inaturalist.org/observations/72466132,['72466132']
72466132,https://www.inaturalist.org/observations/72466132,Bird Grasshoppers,Ornithacris,Bird Locusts,Insecta,465776.0,https://www.inaturalist.org/observations/72466127,['72466127']
72466143,https://www.inaturalist.org/observations/72466143,True Dung Beetles,Scarabaeus,True Dung Beetles,Insecta,199919.0,https://www.inaturalist.org/observations/72466147,['72466147']
72466147,https://www.inaturalist.org/observations/72466147,Carpenter and Sugar Ants,Camponotus,Carpenter Ants,Insecta,62781.0,https://www.inaturalist.org/observations/72466143,['72466143']
72516688,https://www.inaturalist.org/observations/72516688,Air Plant,Kalanchoe pinnata,Air Plant,Plantae,164333.0,https://www.inaturalist.org/observations/72516689,['72516689']
72516689,https://www.inaturalist.org/observations/72516689,Pitted Flightless Leaf Beetle,Iscadida alveolata,Pitted Flightless Leaf Beetle,Insecta,671075.0,https://www.inaturalist.org/observations/72516688,['72516688']
72616585,https://www.inaturalist.org/observations/72616585,Dancing Amber,Telchinia serena,Dancing Amber,Insecta,1482308.0,https://www.inaturalist.org/observations/72616584,['72616584']
72616587,https://www.inaturalist.org/observations/72616587,Black-striped Hairtail,Anthene amarah amarah,Black-striped Hairtail,Insecta,889782.0,https://www.inaturalist.org/observations/72616591,['72616591']
72616590,https://www.inaturalist.org/observations/72616590,Christmas Butterfly,Papilio demodocus demodocus,Citrus Swallowtail,Insecta,607639.0,https://www.inaturalist.org/observations/72616591,['72616591']
72616591,https://www.inaturalist.org/observations/72616591,Madagascar Periwinkle,Catharanthus roseus,Madagascar Periwinkle,Plantae,62924.0,https://www.inaturalist.org/observations/72616592; https://www.inaturalist.org/observations/72616590,"['72616592', '72616590']"
72616592,https://www.inaturalist.org/observations/72616592,Black-striped Hairtail,Anthene amarah amarah,Black-striped Hairtail,Insecta,889782.0,https://www.inaturalist.org/observations/72616584,['72616584']
72616619,https://www.inaturalist.org/observations/72616619,Grass Jewel,Freyeria trochylus,Brown Grass Jewel,Insecta,1265002.0,https://www.inaturalist.org/observations/72616620,['72616620']
72616620,https://www.inaturalist.org/observations/72616620,trailing indigo,Indigofera hendecaphylla,trailing indigo,Plantae,138991.0,https://www.inaturalist.org/observations/72616619,['72616619']
72616625,https://www.inaturalist.org/observations/72616625,Blackbelly Leafbeetle,Monolepta melanogaster,Blackbelly Leafbeetle,Insecta,676298.0,https://www.inaturalist.org/observations/72616628,['72616628']
72616628,https://www.inaturalist.org/observations/72616628,South African Coral Tree,Erythrina afra,Coast Coral Tree,Plantae,1588191.0,https://www.inaturalist.org/observations/72616625,['72616625']
72616632,https://www.inaturalist.org/observations/72616632,African Broad-bordered Grass Yellow,Eurema brigitta brigitta,Broad-bordered Grass Yellow,Insecta,528890.0,https://www.inaturalist.org/observations/72616635,['72616635']
72616635,https://www.inaturalist.org/observations/72616635,Hierba del toro,Tridax procumbens,Tridax Daisy,Plantae,169944.0,https://www.inaturalist.org/observations/72616632,['72616632']
72616644,https://www.inaturalist.org/observations/72616644,Bicoloured Euproctis,Euproctis straminicolor,Bicoloured Euproctis,Insecta,665765.0,https://www.inaturalist.org/observations/80748309,['80748309']
72616646,https://www.inaturalist.org/observations/72616646,Apoderinae,Apoderinae,,Insecta,507955.0,https://www.inaturalist.org/observations/72616647,['72616647']
72616647,https://www.inaturalist.org/observations/72616647,Common Waterberry,Syzygium cordatum cordatum,Common Waterberry,Plantae,601313.0,https://www.inaturalist.org/observations/72616644; https://www.inaturalist.org/observations/72616646,"['72616644', '72616646']"
72779118,https://www.inaturalist.org/observations/72779118,Needle-waisted Paper Wasps,Belonogaster,Needle-waisted Paper Wasps,Insecta,346053.0,https://www.inaturalist.org/observations/72779223,['72779223']
72779223,https://www.inaturalist.org/observations/72779223,Camptotypus,Camptotypus,,Insecta,375869.0,https://www.inaturalist.org/observations/72779118,['72779118']
73180598,https://www.inaturalist.org/observations/73180598,Cosmolestes,Sphedanolestes,,Insecta,545895.0,https://www.inaturalist.org/observations/73180711,['73180711']
73180711,https://www.inaturalist.org/observations/73180711,Ants,Formicidae,Ants,Insecta,47336.0,https://www.inaturalist.org/observations/73180598,['73180598']
73184467,https://www.inaturalist.org/observations/73184467,Thomisus stenningi,Thomisus stenningi,,Arachnida,490680.0,https://www.inaturalist.org/observations/73184543,['73184543']
73184543,https://www.inaturalist.org/observations/73184543,Flies,Diptera,Flies,Insecta,47822.0,https://www.inaturalist.org/observations/73184467,['73184467']
73208733,https://www.inaturalist.org/observations/73208733,Insects,Insecta,Insects,Insecta,47158.0,https://www.inaturalist.org/observations/73208734,['73208734']
73208734,https://www.inaturalist.org/observations/73208734,Arañas patonas,Pholcidae,Cellar Spiders,Arachnida,47823.0,https://www.inaturalist.org/observations/73208733,['73208733']
73288373,https://www.inaturalist.org/observations/73288373,Red Cocktail ant,Crematogaster castanea,Red Cocktail ant,Insecta,460157.0,https://www.inaturalist.org/observations/11254099,['11254099']
73296347,https://www.inaturalist.org/observations/73296347,Common Garden Orbweb Spider,Argiope australis,Common Garden Orbweb Spider,Arachnida,70064.0,https://www.inaturalist.org/observations/73296349,['73296349']
73296349,https://www.inaturalist.org/observations/73296349,Short-horned Grasshoppers,Acrididae,Short-horned Grasshoppers,Insecta,47649.0,https://www.inaturalist.org/observations/73296347,['73296347']
73306299,https://www.inaturalist.org/observations/73306299,Knysna Dwarf Chameleon,Bradypodion damaranum,Knysna Dwarf Chameleon,Reptilia,32972.0,https://www.inaturalist.org/observations/73297476,['73297476']
73325214,https://www.inaturalist.org/observations/73325214,Brachymeria,Brachymeria kassalensis,,Insecta,654000.0,https://www.inaturalist.org/observations/71889926,['71889926']
73468858,https://www.inaturalist.org/observations/73468858,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219.0,https://www.inaturalist.org/observations/73471015,['73471015']
73471015,https://www.inaturalist.org/observations/73471015,common bird-of-paradise flower,Strelitzia reginae,common bird-of-paradise flower,Plantae,49143.0,https://www.inaturalist.org/observations/73468858; https://www.inaturalist.org/observations/90372897,"['73468858', '90372897']"
73482591,https://www.inaturalist.org/observations/73482591,Southern Purple-crested Turaco,Gallirex porphyreolophus porphyreolophus,Southern Purple-crested Turaco,Aves,1506005.0,https://www.inaturalist.org/observations/28163775,['28163775']
73492385,https://www.inaturalist.org/observations/73492385,Monkey Beetles,Hopliini,Monkey Beetles,Insecta,489493.0,https://www.inaturalist.org/observations/73490068,['73490068']
73518582,https://www.inaturalist.org/observations/73518582,Royal Palm,Roystonea regia,Royal Palm,Plantae,201453.0,https://www.inaturalist.org/observations/73518584; https://www.inaturalist.org/observations/73518585,"['73518584', '73518585']"
73518584,https://www.inaturalist.org/observations/73518584,Common Indian Myna,Acridotheres tristis tristis,Common Myna (Common),Aves,629477.0,https://www.inaturalist.org/observations/73518582,['73518582']
73518585,https://www.inaturalist.org/observations/73518585,Southern Gray-headed Sparrow,Passer diffusus,Southern Grey-headed Sparrow,Aves,73152.0,https://www.inaturalist.org/observations/73518582,['73518582']
73553566,https://www.inaturalist.org/observations/73553566,Vertebrates,Vertebrata,Vertebrates,Animalia,355675.0,https://www.inaturalist.org/observations/75222572,['75222572']
73591984,https://www.inaturalist.org/observations/73591984,Greenhouse Orthezia,Insignorthezia insignis,Greenhouse Orthezia,Insecta,199363.0,https://www.inaturalist.org/observations/73592164,['73592164']
73592164,https://www.inaturalist.org/observations/73592164,Camponotus chrysurus,Camponotus chrysurus,,Insecta,655162.0,https://www.inaturalist.org/observations/73591984,['73591984']
73606008,https://www.inaturalist.org/observations/73606008,Jumping Spiders,Salticidae,Jumping Spiders,Arachnida,48139.0,https://www.inaturalist.org/observations/73606108,['73606108']
73606108,https://www.inaturalist.org/observations/73606108,Typical Leafhoppers,Cicadellidae,Typical Leafhoppers,Insecta,53237.0,https://www.inaturalist.org/observations/73606008,['73606008']
73608195,https://www.inaturalist.org/observations/73608195,Mixed Vapourer,Bracharoa mixta,Mixed Vapourer,Insecta,430445.0,https://www.inaturalist.org/observations/73608357,['73608357']
73608300,https://www.inaturalist.org/observations/73608300,South African Mantis,Miomantis caffra,South African Mantis,Insecta,207583.0,https://www.inaturalist.org/observations/73609258,['73609258']
73608357,https://www.inaturalist.org/observations/73608357,Microgastrinae,Microgastrinae,,Insecta,244423.0,https://www.inaturalist.org/observations/73608195,['73608195']
73609258,https://www.inaturalist.org/observations/73609258,Crab Spiders,Thomisus,Flower Crab Spiders,Arachnida,59282.0,https://www.inaturalist.org/observations/73608300,['73608300']
73686045,https://www.inaturalist.org/observations/73686045,Osprey,Pandion haliaetus,Osprey,Aves,116999.0,https://www.inaturalist.org/observations/338010743,['338010743']
73702916,https://www.inaturalist.org/observations/73702916,Common Merganser,Mergus merganser,Common Merganser,Aves,7004.0,https://www.inaturalist.org/observations/73707609,['73707609']
73707609,https://www.inaturalist.org/observations/73707609,Threespine Stickleback,Gasterosteus aculeatus,Threespine Stickleback,Actinopterygii,48403.0,https://www.inaturalist.org/observations/73702916,['73702916']
73771707,https://www.inaturalist.org/observations/73771707,Common Blue-cheeked Bee-eater,Merops persicus persicus,Common Blue-cheeked Bee-eater,Aves,625888.0,https://www.inaturalist.org/observations/73771708,['73771708']
73771708,https://www.inaturalist.org/observations/73771708,Blue Emperor,Anax imperator,Blue Emperor,Insecta,94043.0,https://www.inaturalist.org/observations/73771707,['73771707']
73771712,https://www.inaturalist.org/observations/73771712,Grassveld Pipit,Anthus cinnamomeus,African Pipit,Aves,145208.0,https://www.inaturalist.org/observations/73771713,['73771713']
73771713,https://www.inaturalist.org/observations/73771713,Insects,Insecta,Insects,Insecta,47158.0,https://www.inaturalist.org/observations/73771712,['73771712']
73771776,https://www.inaturalist.org/observations/73771776,Natal Duiker,Cephalophorus natalensis natalensis,Natal Duiker,Mammalia,1431328.0,https://www.inaturalist.org/observations/73771778,['73771778']
73771778,https://www.inaturalist.org/observations/73771778,Dune Thorn,Vachellia kosiensis,Dune Thorn,Plantae,595953.0,https://www.inaturalist.org/observations/73771776,['73771776']
73771779,https://www.inaturalist.org/observations/73771779,Cape Honeysuckle,Tecomaria capensis,Cape Honeysuckle,Plantae,286772.0,https://www.inaturalist.org/observations/73771795,['73771795']
73771795,https://www.inaturalist.org/observations/73771795,Purple-brown Hairstreak,Hypolycaena philippus,Common Hairstreak,Insecta,339501.0,https://www.inaturalist.org/observations/73771779,['73771779']
73797998,https://www.inaturalist.org/observations/73797998,Ardea herodias,Ardea herodias,Great Blue Heron,Aves,4956.0,https://www.inaturalist.org/observations/73798522,['73798522']
73798522,https://www.inaturalist.org/observations/73798522,American Eel,Anguilla rostrata,American Eel,Actinopterygii,49219.0,https://www.inaturalist.org/observations/73797998,['73797998']
73832306,https://www.inaturalist.org/observations/73832306,Southern Fiscal,Lanius collaris collaris,Cape Southern Fiscal,Aves,566060.0,https://www.inaturalist.org/observations/73832852,['73832852']
73832852,https://www.inaturalist.org/observations/73832852,Placental Mammals,Placentalia,Placental Mammals,Mammalia,848320.0,https://www.inaturalist.org/observations/73832306,['73832306']
73899137,https://www.inaturalist.org/observations/73899137,Cabbage White,Pieris rapae,Cabbage White,Insecta,55626.0,https://www.inaturalist.org/observations/73899138,['73899138']
73899138,https://www.inaturalist.org/observations/73899138,Schmalblättrige Klebalant,Dittrichia graveolens,Stinkwort,Plantae,58822.0,https://www.inaturalist.org/observations/73899137,['73899137']
73933365,https://www.inaturalist.org/observations/73933365,African Reed Cormorant,Microcarbo africanus africanus,African Reed Cormorant,Aves,516836.0,https://www.inaturalist.org/observations/73933779,['73933779']
73933779,https://www.inaturalist.org/observations/73933779,Moonyfishes,Monodactylidae,Moonyfishes,Actinopterygii,85904.0,https://www.inaturalist.org/observations/73933365,['73933365']
73960121,https://www.inaturalist.org/observations/73960121,Crowned Hornbill,Lophoceros alboterminatus,Crowned Hornbill,Aves,512160.0,https://www.inaturalist.org/observations/73960123,['73960123']
73960123,https://www.inaturalist.org/observations/73960123,Geckos,Gekkota,Geckos,Reptilia,371057.0,https://www.inaturalist.org/observations/73960121,['73960121']
73960133,https://www.inaturalist.org/observations/73960133,African Dogrose,Xylotheca kraussiana,African Dogrose,Plantae,182106.0,https://www.inaturalist.org/observations/73960134,['73960134']
73960134,https://www.inaturalist.org/observations/73960134,Blackfoot Leaf Beetle,Plagiosterna nigritarsis,Blackfoot Leaf Beetle,Insecta,567762.0,https://www.inaturalist.org/observations/73960133,['73960133']
73983784,https://www.inaturalist.org/observations/73983784,Paradise Spiders,Habronattus,Paradise Jumping Spiders,Arachnida,61881.0,https://www.inaturalist.org/observations/73985454,['73985454']
73985454,https://www.inaturalist.org/observations/73985454,Myrmarachne formicaria,Myrmarachne formicaria,,Arachnida,135289.0,https://www.inaturalist.org/observations/73983784,['73983784']
74021650,https://www.inaturalist.org/observations/74021650,Dotted Sable,Bocchoris inspersalis,Dotted Sable,Insecta,202668.0,https://www.inaturalist.org/observations/74021745,['74021745']
74021745,https://www.inaturalist.org/observations/74021745,"Sunflowers, Daisies, Asters, and Allies",Asteraceae,"Sunflowers, Daisies, Asters, and Allies",Plantae,47604.0,https://www.inaturalist.org/observations/74021650,['74021650']
74021957,https://www.inaturalist.org/observations/74021957,Nose Flies,Rhiniidae,Nose Flies,Insecta,326656.0,https://www.inaturalist.org/observations/74022016,['74022016']
74022016,https://www.inaturalist.org/observations/74022016,"Sunflowers, Daisies, Asters, and Allies",Asteraceae,"Sunflowers, Daisies, Asters, and Allies",Plantae,47604.0,https://www.inaturalist.org/observations/74021957,['74021957']
74095116,https://www.inaturalist.org/observations/74095116,Common Gallinule,Gallinula galeata,Common Gallinule,Aves,144479.0,https://www.inaturalist.org/observations/104676320,['104676320']
74125293,https://www.inaturalist.org/observations/74125293,Stripe-eyed Lagoon Fly,Eristalinus taeniops,Stripe-eyed Lagoon Fly,Insecta,145540.0,https://www.inaturalist.org/observations/74125362,['74125362']
74125362,https://www.inaturalist.org/observations/74125362,"Sunflowers, Daisies, Asters, and Allies",Asteraceae,"Sunflowers, Daisies, Asters, and Allies",Plantae,47604.0,https://www.inaturalist.org/observations/74125293,['74125293']
74145264,https://www.inaturalist.org/observations/74145264,Common Crab Spiders,Thomisus,Flower Crab Spiders,Arachnida,59282.0,https://www.inaturalist.org/observations/74146251,['74146251']
74146251,https://www.inaturalist.org/observations/74146251,Drone Flies and Allies,Eristalinus,Lagoon Flies,Insecta,145541.0,https://www.inaturalist.org/observations/74145264,['74145264']
74170333,https://www.inaturalist.org/observations/74170333,Common Waterberry,Syzygium cordatum cordatum,Common Waterberry,Plantae,601313.0,https://www.inaturalist.org/observations/74170334,['74170334']
74170334,https://www.inaturalist.org/observations/74170334,Bicoloured Euproctis,Euproctis straminicolor,Bicoloured Euproctis,Insecta,665765.0,https://www.inaturalist.org/observations/74170333,['74170333']
74228214,https://www.inaturalist.org/observations/74228214,Flower Crab Spiders,Thomisus,Flower Crab Spiders,Arachnida,59282.0,https://www.inaturalist.org/observations/74250546,['74250546']
