observation_id,photo_id,license_code,square_url,medium_url,large_url,original_url,scientific_name,common_name,taxon_rank,ob_license_code,quality_grade,uri,pred_prey,special_type_of_feeding,taxon_kingdom,taxon_phylum,taxon_class,taxon_order,taxon_family,taxon_genus,taxon_species
340304697,619256274,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/619256274/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619256274/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619256274/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619256274/original.jpg,Haemopis grandis,0,species,cc-by-nc,research,https://www.inaturalist.org/observations/340304697,Pred,Predation,Animalia,Annelida,Clitellata,Arhynchobdellida,Haemopidae,Haemopis,Haemopis grandis
130480768,70327211,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/70327211/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/70327211/medium.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/70327211/large.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/70327211/original.jpeg,Hirudo michaelseni,Common African Leech,species,cc-by,research,https://www.inaturalist.org/observations/130480768,Pred,Parasitism,Animalia,Annelida,Clitellata,Arhynchobdellida,Hirudinidae,Hirudo,Hirudo michaelseni
108694744,183053796,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/183053796/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/183053796/medium.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/183053796/large.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/183053796/original.jpeg,Urechis caupo,Fat Innkeeper Worm,species,cc-by-nc,research,https://www.inaturalist.org/observations/108694744,Prey,Predation,Animalia,Annelida,Polychaeta,Echiuroidea,Urechidae,Urechis,Urechis caupo
64497720,103704678,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/103704678/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/103704678/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/103704678/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/103704678/original.jpg,Alitta williami,0,species,cc-by-nc,research,https://www.inaturalist.org/observations/64497720,Prey,Predation,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Alitta,Alitta williami
341067936,620805844,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/620805844/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620805844/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620805844/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620805844/original.jpg,Apis mellifera,Western Honey Bee,species,cc-by-nc,research,https://www.inaturalist.org/observations/341067936,Pred,Pollination,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera
340848746,620355031,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/620355031/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620355031/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620355031/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620355031/original.jpg,Tetraleurodes perileuca,Stanford's Whitefly,species,cc-by,research,https://www.inaturalist.org/observations/340848746,Pred,Parasitism,Animalia,Arthropoda,Insecta,Hemiptera,Aleyrodidae,Tetraleurodes,Tetraleurodes perileuca
340848514,620354575,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/620354575/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620354575/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620354575/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620354575/original.jpg,Paraleyrodes minei,Nesting Whitefly,species,cc-by,research,https://www.inaturalist.org/observations/340848514,Pred,Parasitism,Animalia,Arthropoda,Insecta,Hemiptera,Aleyrodidae,Paraleyrodes,Paraleyrodes minei
340848497,620354560,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/620354560/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620354560/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620354560/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620354560/original.jpg,Aleuroplatus coronata,Crown Whitefly,species,cc-by,research,https://www.inaturalist.org/observations/340848497,Pred,Parasitism,Animalia,Arthropoda,Insecta,Hemiptera,Aleyrodidae,Aleuroplatus,Aleuroplatus coronata
340722576,620095839,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/620095839/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620095839/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620095839/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620095839/original.jpg,Omphalocera munroei,Pawpaw Webworm Moth,species,cc-by-nc,research,https://www.inaturalist.org/observations/340722576,Pred,Predation,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Omphalocera,Omphalocera munroei
340368188,619383348,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/619383348/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619383348/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619383348/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619383348/original.jpg,Diplolepis rosae,Mossy Rose Gall Wasp,species,cc-by,research,https://www.inaturalist.org/observations/340368188,Pred,Parasitism,Animalia,Arthropoda,Insecta,Hymenoptera,Diplolepididae,Diplolepis,Diplolepis rosae
340364592,619375042,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/619375042/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619375042/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619375042/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619375042/original.jpg,Aquarius najas,River Skater,species,cc-by-nc,research,https://www.inaturalist.org/observations/340364592,Pred,Predation,Animalia,Arthropoda,Insecta,Hemiptera,Gerridae,Aquarius,Aquarius najas
340326194,619295158,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/619295158/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619295158/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619295158/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619295158/original.jpg,Pseudocercospora fuliginosa,0,species,cc-by-nc,research,https://www.inaturalist.org/observations/340326194,Pred,Parasitism,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora fuliginosa
337610714,613769638,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/613769638/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613769638/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613769638/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613769638/original.jpg,Erysiphe parvula,0,species,cc-by,research,https://www.inaturalist.org/observations/337610714,Pred,Parasitism,Fungi,Ascomycota,Leotiomycetes,Helotiales,Erysiphaceae,Erysiphe,Erysiphe parvula
337610708,613769550,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/613769550/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613769550/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613769550/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613769550/original.jpg,Golovinomyces bolayi,0,species,cc-by,research,https://www.inaturalist.org/observations/337610708,Pred,Parasitism,Fungi,Ascomycota,Leotiomycetes,Helotiales,Erysiphaceae,Golovinomyces,Golovinomyces bolayi
334758419,607987821,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/607987821/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/607987821/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/607987821/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/607987821/original.jpg,Illosporiopsis christiansenii,0,species,cc-by-nc,research,https://www.inaturalist.org/observations/334758419,Pred,Parasitism,Fungi,Ascomycota,Sordariomycetes,Hypocreales,0,Illosporiopsis,Illosporiopsis christiansenii
331752340,601901044,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/601901044/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/601901044/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/601901044/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/601901044/original.jpg,Phyllosticta asiminae,0,species,cc-by-nc,research,https://www.inaturalist.org/observations/331752340,Pred,Parasitism,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta asiminae
326876805,592092171,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/592092171/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/592092171/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/592092171/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/592092171/original.jpg,Rhytisma acerinum,Black Tar Spot,species,cc-by-nc,research,https://www.inaturalist.org/observations/326876805,Pred,Parasitism,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Rhytisma,Rhytisma acerinum
325625055,589595206,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/589595206/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/589595206/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/589595206/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/589595206/original.jpg,Mycocentrospora asiminae,0,species,cc0,research,https://www.inaturalist.org/observations/325625055,Pred,Parasitism,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Dothidotthiaceae,Mycocentrospora,Mycocentrospora asiminae
337606242,613762919,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/613762919/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613762919/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613762919/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613762919/original.jpg,Puccinia polygoni-amphibii,0,species,cc-by,research,https://www.inaturalist.org/observations/337606242,Pred,Parasitism,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,Puccinia polygoni-amphibii
334025380,606497684,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/606497684/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/606497684/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/606497684/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/606497684/original.jpg,Cryptomarasmius corbariensis,Oliveleaf Crypto,species,cc-by-nc,research,https://www.inaturalist.org/observations/334025380,Pred,Scavenging or Decomposition,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Cryptomarasmius,Cryptomarasmius corbariensis
333144263,501540234,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/501540234/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/501540234/medium.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/501540234/large.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/501540234/original.jpeg,Erythricium aurantiacum,0,species,cc-by-nc,research,https://www.inaturalist.org/observations/333144263,Pred,Parasitism,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Erythricium,Erythricium aurantiacum
331831594,602051260,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/602051260/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/602051260/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/602051260/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/602051260/original.jpg,Caulorhiza umbonata,Redwood Rooter,species,cc-by,research,https://www.inaturalist.org/observations/331831594,Prey,Predation,Fungi,Basidiomycota,Agaricomycetes,Agaricales,0,Caulorhiza,Caulorhiza umbonata
323944435,586236533,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/586236533/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/586236533/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/586236533/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/586236533/original.jpg,Gymnosporangium juniperi-virginianae,Cedar-apple rust,species,cc-by-nc,research,https://www.inaturalist.org/observations/323944435,Pred,Parasitism,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Gymnosporangiaceae,Gymnosporangium,Gymnosporangium juniperi-virginianae
319669394,577875426,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/577875426/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/577875426/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/577875426/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/577875426/original.jpg,Coleosporium ipomoeae,0,species,cc-by-nc,research,https://www.inaturalist.org/observations/319669394,Prey,Predation,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Coleosporiaceae,Coleosporium,Coleosporium ipomoeae
318533969,575706140,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/575706140/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/575706140/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/575706140/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/575706140/original.jpg,Phylloporia amplectens,Pawpaw Polypore,species,cc0,research,https://www.inaturalist.org/observations/318533969,Pred,Parasitism,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phylloporia,Phylloporia amplectens
341194952,621071156,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/621071156/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/621071156/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/621071156/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/621071156/original.jpg,Ardea alba,Great Egret,species,cc-by,research,https://www.inaturalist.org/observations/341194952,Pred,Predation,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea alba
340891948,620443274,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/620443274/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620443274/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620443274/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620443274/original.jpg,Ammodytes personatus,Pacific Sand Lance,species,cc-by-nc,research,https://www.inaturalist.org/observations/340891948,Prey,Predation,Animalia,Chordata,Actinopterygii,Labriformes,Ammodytidae,Ammodytes,Ammodytes personatus
340825934,620308797,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/620308797/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620308797/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620308797/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620308797/original.jpg,Guira guira,Guira Cuckoo,species,cc-by,research,https://www.inaturalist.org/observations/340825934,Pred,Predation,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Guira,Guira guira
340542613,619737737,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/619737737/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619737737/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619737737/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619737737/original.jpg,Astur cooperii,Cooper's Hawk,species,cc-by-nc,research,https://www.inaturalist.org/observations/340542613,Pred,Predation,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Astur,Astur cooperii
